ID,block,trial,whichFilled,choice,responseTime,pointsWon,blockWinnings,fillColour
26732055,2,29,bottom,top,721,90,2121,#FFFF00
26732055,2,30,bottom,top,869,93,2214,#FFFF00
26732055,3,1,none,top,2,7,7,#2F4F4F
26732055,3,2,none,left,426,34,41,#2F4F4F
26732055,3,3,none,right,598,45,86,#2F4F4F
26732055,3,4,none,bottom,845,84,170,#2F4F4F
26732055,3,5,none,bottom,1003,82,252,#2F4F4F
26732055,3,6,none,bottom,343,96,348,#2F4F4F
26732055,3,7,none,bottom,263,97,445,#2F4F4F
26732055,3,8,none,bottom,240,97,542,#2F4F4F
26732055,3,9,none,bottom,116,99,641,#2F4F4F
26732055,3,10,none,bottom,415,99,740,#2F4F4F
26732055,3,11,none,bottom,183,92,832,#2F4F4F
26732055,3,12,none,bottom,115,88,920,#2F4F4F
26732055,3,13,none,bottom,261,98,1018,#2F4F4F
26732055,3,14,none,bottom,284,83,1101,#2F4F4F
26732055,3,15,none,bottom,343,74,1175,#2F4F4F
26732055,3,16,none,bottom,116,75,1250,#2F4F4F
26732055,3,17,none,bottom,416,76,1326,#2F4F4F
26732055,3,18,none,bottom,153,77,1403,#2F4F4F
26732055,3,19,none,bottom,422,87,1490,#2F4F4F
26732055,3,20,right,bottom,485,82,1572,#2F4F4F
26732055,3,21,right,bottom,301,78,1650,#2F4F4F
26732055,3,22,right,bottom,253,70,1720,#2F4F4F
26732055,3,23,right,bottom,568,76,1796,#2F4F4F
26732055,3,24,right,bottom,232,85,1881,#2F4F4F
26732055,3,25,right,bottom,1332,79,1960,#2F4F4F
26732055,3,26,right,bottom,686,92,2052,#2F4F4F
26732055,3,27,right,bottom,631,93,2145,#2F4F4F
26732055,3,28,right,bottom,1123,75,2220,#2F4F4F
26732055,3,29,right,bottom,1004,85,2305,#2F4F4F
26732055,3,30,right,bottom,1554,93,2398,#2F4F4F
27109130,1,1,none,right,1466,84,84,#0000CD
27109130,1,2,none,right,523,87,171,#0000CD
27109130,1,3,none,right,541,79,250,#0000CD
27109130,1,4,none,bottom,522,80,330,#0000CD
27109130,1,5,none,bottom,586,72,402,#0000CD
27109130,1,6,none,left,10,66,468,#0000CD
27109130,1,7,none,top,244,6,474,#0000CD
27109130,1,8,none,right,626,90,564,#0000CD
27109130,1,9,none,right,484,80,644,#0000CD
27109130,1,10,none,right,734,76,720,#0000CD
27109130,1,11,none,bottom,459,57,777,#0000CD
27109130,1,12,none,right,315,62,839,#0000CD
27109130,1,13,none,right,379,65,904,#0000CD
27109130,1,14,none,right,300,65,969,#0000CD
27109130,1,15,none,right,406,60,1029,#0000CD
27109130,1,16,none,left,468,63,1092,#0000CD
27109130,1,17,none,top,339,29,1121,#0000CD
27109130,1,18,none,bottom,307,50,1171,#0000CD
27109130,1,19,none,right,699,75,1246,#0000CD
27109130,1,20,none,right,367,68,1314,#0000CD
27109130,1,21,top,right,972,67,1381,#0000CD
27109130,1,22,top,right,980,72,1453,#0000CD
27109130,1,23,top,right,397,75,1528,#0000CD
27109130,1,24,top,top,580,38,1566,#0000CD
27109130,1,25,top,right,1129,83,1649,#0000CD
27109130,1,26,top,right,513,69,1718,#0000CD
27109130,1,27,top,right,909,78,1796,#0000CD
27109130,1,28,top,right,362,66,1862,#0000CD
27109130,1,29,top,right,540,70,1932,#0000CD
27109130,1,30,top,right,538,65,1997,#0000CD
27109130,2,1,none,left,0,13,13,#FFFF00
27109130,2,2,none,bottom,155,83,96,#FFFF00
27109130,2,3,none,bottom,393,89,185,#FFFF00
27109130,2,4,none,bottom,508,80,265,#FFFF00
27109130,2,5,none,bottom,364,88,353,#FFFF00
27109130,2,6,none,bottom,1141,85,438,#FFFF00
27109130,2,7,none,bottom,523,91,529,#FFFF00
27109130,2,8,none,bottom,1571,96,625,#FFFF00
27109130,2,9,none,bottom,499,70,695,#FFFF00
27109130,2,10,none,bottom,452,79,774,#FFFF00
27109130,2,11,none,bottom,1242,69,843,#FFFF00
27109130,2,12,none,bottom,677,67,910,#FFFF00
27109130,2,13,none,right,99,22,932,#FFFF00
27109130,2,14,none,top,356,28,960,#FFFF00
27109130,2,15,none,bottom,34,48,1008,#FFFF00
27109130,2,16,none,bottom,478,47,1055,#FFFF00
27109130,2,17,none,left,581,15,1070,#FFFF00
27109130,2,18,none,bottom,365,17,1087,#FFFF00
27109130,2,19,none,top,317,34,1121,#FFFF00
27109130,2,20,bottom,top,723,24,1145,#FFFF00
27109130,2,21,bottom,bottom,402,25,1170,#FFFF00
27109130,2,22,bottom,right,463,42,1212,#FFFF00
27109130,2,23,bottom,right,411,29,1241,#FFFF00
27109130,2,24,bottom,top,380,14,1255,#FFFF00
27109130,2,25,bottom,right,50,17,1272,#FFFF00
27109130,2,26,bottom,bottom,434,25,1297,#FFFF00
27109130,2,27,bottom,bottom,813,31,1328,#FFFF00
27109130,2,28,bottom,left,429,36,1364,#FFFF00
27109130,2,29,bottom,left,652,36,1400,#FFFF00
27109130,2,30,bottom,left,422,19,1419,#FFFF00
27109130,3,1,none,bottom,0,14,14,#2F4F4F
27109130,3,2,none,top,161,41,55,#2F4F4F
27109130,3,3,none,right,282,63,118,#2F4F4F
27109130,3,4,none,right,677,73,191,#2F4F4F
27109130,3,5,none,right,394,81,272,#2F4F4F
27109130,3,6,none,right,425,84,356,#2F4F4F
27109130,3,7,none,right,516,88,444,#2F4F4F
27109130,3,8,none,right,236,85,529,#2F4F4F
27109130,3,9,none,right,348,81,610,#2F4F4F
27109130,3,10,none,right,404,86,696,#2F4F4F
27109130,3,11,none,right,389,80,776,#2F4F4F
27109130,3,12,none,right,385,98,874,#2F4F4F
27109130,3,13,none,right,453,92,966,#2F4F4F
27109130,3,14,none,right,43,96,1062,#2F4F4F
27109130,3,15,none,right,394,89,1151,#2F4F4F
27109130,3,16,top,right,292,86,1237,#2F4F4F
27109130,3,17,top,right,437,88,1325,#2F4F4F
27109130,3,18,top,right,396,91,1416,#2F4F4F
27109130,3,19,top,right,2907,81,1497,#2F4F4F
27109130,3,20,top,right,930,85,1582,#2F4F4F
27109130,3,21,top,right,484,78,1660,#2F4F4F
27109130,3,22,top,right,380,68,1728,#2F4F4F
27109130,3,23,top,right,428,81,1809,#2F4F4F
27109130,3,24,top,right,453,88,1897,#2F4F4F
27109130,3,25,top,right,295,86,1983,#2F4F4F
27109130,3,26,top,right,478,84,2067,#2F4F4F
27109130,3,27,top,right,547,92,2159,#2F4F4F
27109130,3,28,top,right,462,99,2258,#2F4F4F
27109130,3,29,top,right,316,77,2335,#2F4F4F
27109130,3,30,top,right,388,90,2425,#2F4F4F
27207196,1,1,none,right,2156,8,8,#0000CD
27207196,1,2,none,top,128,29,37,#0000CD
27207196,1,3,none,left,159,62,99,#0000CD
27207196,1,4,none,left,1156,81,180,#0000CD
27207196,1,5,none,top,77,45,225,#0000CD
27207196,1,6,none,left,26,96,321,#0000CD
27207196,1,7,none,right,34,21,342,#0000CD
27207196,1,8,none,left,4,95,437,#0000CD
27207196,1,9,none,left,107,89,526,#0000CD
27207196,1,10,none,top,76,56,582,#0000CD
27207196,1,11,none,left,29,76,658,#0000CD
27207196,1,12,none,left,41,63,721,#0000CD
27207196,1,13,none,right,76,43,764,#0000CD
27207196,1,14,none,right,79,32,796,#0000CD
27207196,1,15,none,left,87,77,873,#0000CD
27207196,1,16,none,right,225,26,899,#0000CD
27207196,1,17,none,left,111,68,967,#0000CD
27207196,1,18,none,right,68,14,981,#0000CD
27207196,1,19,none,bottom,68,98,1079,#0000CD
27207196,1,20,none,left,1694,94,1173,#0000CD
27207196,1,21,none,left,45,93,1266,#0000CD
27207196,1,22,bottom,left,482,87,1353,#0000CD
27207196,1,23,bottom,left,389,82,1435,#0000CD
27207196,1,24,bottom,top,100,44,1479,#0000CD
27207196,1,25,bottom,top,16,40,1519,#0000CD
27207196,1,26,bottom,right,1076,18,1537,#0000CD
27207196,1,27,bottom,right,23,5,1542,#0000CD
27207196,1,28,bottom,top,8,57,1599,#0000CD
27207196,1,29,bottom,left,5321,90,1689,#0000CD
27207196,1,30,bottom,top,414,35,1724,#0000CD
27207196,2,1,none,left,0,69,69,#FFFF00
27207196,2,2,none,left,121,77,146,#FFFF00
27207196,2,3,none,top,194,84,230,#FFFF00
27207196,2,4,none,right,221,91,321,#FFFF00
27207196,2,5,none,right,22,89,410,#FFFF00
27207196,2,6,none,bottom,6802,31,441,#FFFF00
27207196,2,7,none,top,390,76,517,#FFFF00
27207196,2,8,none,bottom,117,27,544,#FFFF00
27207196,2,9,right,left,506,92,636,#FFFF00
27207196,2,10,right,right,209,73,709,#FFFF00
27207196,2,11,right,left,152,100,809,#FFFF00
27207196,2,12,right,top,5,85,894,#FFFF00
27207196,2,13,right,right,145,56,950,#FFFF00
27207196,2,14,right,right,184,55,1005,#FFFF00
27207196,2,15,right,right,69,62,1067,#FFFF00
27207196,2,16,right,right,6,68,1135,#FFFF00
27207196,2,17,right,right,153,69,1204,#FFFF00
27207196,2,18,right,left,109,81,1285,#FFFF00
27207196,2,19,right,left,77,94,1379,#FFFF00
27207196,2,20,right,left,142,89,1468,#FFFF00
27207196,2,21,right,left,183,73,1541,#FFFF00
27207196,2,22,right,top,125,82,1623,#FFFF00
27207196,2,23,right,right,63,90,1713,#FFFF00
27207196,2,24,right,left,83,94,1807,#FFFF00
27207196,2,25,right,right,39,81,1888,#FFFF00
27207196,2,26,right,top,13,94,1982,#FFFF00
27207196,2,27,right,top,56,89,2071,#FFFF00
27207196,2,28,right,left,41,80,2151,#FFFF00
27207196,2,29,right,top,357,81,2232,#FFFF00
27207196,2,30,right,bottom,582,78,2310,#FFFF00
27207196,3,1,none,bottom,1,13,13,#2F4F4F
27207196,3,2,none,right,16,17,30,#2F4F4F
27207196,3,3,none,left,44,17,47,#2F4F4F
27207196,3,4,none,top,49,41,88,#2F4F4F
27207196,3,5,none,left,13,22,110,#2F4F4F
27207196,3,6,none,left,32,10,120,#2F4F4F
27207196,3,7,none,left,15,13,133,#2F4F4F
27207196,3,8,none,left,24,18,151,#2F4F4F
27207196,3,9,none,right,20,17,168,#2F4F4F
27207196,3,10,none,left,35,11,179,#2F4F4F
27207196,3,11,none,right,313,22,201,#2F4F4F
27207196,3,12,top,top,49,72,273,#2F4F4F
27207196,3,13,top,top,233,84,357,#2F4F4F
27207196,3,14,top,top,353,77,434,#2F4F4F
27207196,3,15,top,top,117,71,505,#2F4F4F
27207196,3,16,top,top,85,70,575,#2F4F4F
27207196,3,17,top,top,82,59,634,#2F4F4F
27207196,3,18,top,top,151,51,685,#2F4F4F
27207196,3,19,top,bottom,560,0,685,#2F4F4F
27207196,3,20,top,left,117,25,710,#2F4F4F
27207196,3,21,top,top,343,70,780,#2F4F4F
27207196,3,22,top,top,176,74,854,#2F4F4F
27207196,3,23,top,top,27,89,943,#2F4F4F
27207196,3,24,top,top,59,79,1022,#2F4F4F
27207196,3,25,top,top,258,96,1118,#2F4F4F
27207196,3,26,top,top,359,91,1209,#2F4F4F
27207196,3,27,top,top,18,94,1303,#2F4F4F
27207196,3,28,top,top,5352,83,1386,#2F4F4F
27207196,3,29,top,top,608,86,1472,#2F4F4F
27207196,3,30,top,top,244,96,1568,#2F4F4F
27621760,1,1,none,bottom,2459,33,33,#0000CD
27621760,1,2,none,left,1888,66,99,#0000CD
27621760,1,3,none,top,772,72,171,#0000CD
27621760,1,4,none,right,470,86,257,#0000CD
27621760,1,5,none,right,309,60,317,#0000CD
27621760,1,6,none,right,365,70,387,#0000CD
27621760,1,7,none,left,1239,74,461,#0000CD
27621760,1,8,none,top,2029,100,561,#0000CD
27621760,1,9,none,top,724,79,640,#0000CD
27621760,1,10,none,top,812,89,729,#0000CD
27621760,1,11,none,bottom,573,20,749,#0000CD
27621760,1,12,none,top,469,94,843,#0000CD
27621760,1,13,right,right,980,49,892,#0000CD
27621760,1,14,right,top,382,89,981,#0000CD
27621760,1,15,right,top,487,97,1078,#0000CD
27621760,1,16,right,top,206,86,1164,#0000CD
27621760,1,17,right,top,423,91,1255,#0000CD
27621760,1,18,right,top,317,89,1344,#0000CD
27621760,1,19,right,top,318,100,1444,#0000CD
27621760,1,20,right,top,238,90,1534,#0000CD
27621760,1,21,right,top,212,89,1623,#0000CD
27621760,1,22,right,top,358,89,1712,#0000CD
27621760,1,23,right,top,150,84,1796,#0000CD
27621760,1,24,right,top,367,65,1861,#0000CD
27621760,1,25,right,top,301,58,1919,#0000CD
27621760,1,26,right,top,518,65,1984,#0000CD
27621760,1,27,right,left,492,92,2076,#0000CD
27621760,1,28,right,left,295,94,2170,#0000CD
27621760,1,29,right,left,318,94,2264,#0000CD
27621760,1,30,right,left,812,100,2364,#0000CD
27621760,2,1,none,left,0,45,45,#FFFF00
27621760,2,2,none,right,293,8,53,#FFFF00
27621760,2,3,none,top,350,78,131,#FFFF00
27621760,2,4,none,bottom,142,21,152,#FFFF00
27621760,2,5,none,top,295,92,244,#FFFF00
27621760,2,6,none,top,255,89,333,#FFFF00
27621760,2,7,none,top,180,100,433,#FFFF00
27621760,2,8,none,top,302,90,523,#FFFF00
27621760,2,9,none,top,347,100,623,#FFFF00
27621760,2,10,none,top,70,97,720,#FFFF00
27621760,2,11,none,top,254,93,813,#FFFF00
27621760,2,12,none,top,285,86,899,#FFFF00
27621760,2,13,none,top,54,82,981,#FFFF00
27621760,2,14,none,top,253,63,1044,#FFFF00
27621760,2,15,none,right,38,34,1078,#FFFF00
27621760,2,16,none,left,437,22,1100,#FFFF00
27621760,2,17,none,bottom,246,37,1137,#FFFF00
27621760,2,18,none,right,254,41,1178,#FFFF00
27621760,2,19,none,top,365,66,1244,#FFFF00
27621760,2,20,none,top,46,75,1319,#FFFF00
27621760,2,21,none,right,356,7,1326,#FFFF00
27621760,2,22,top,left,374,7,1333,#FFFF00
27621760,2,23,top,bottom,334,49,1382,#FFFF00
27621760,2,24,top,bottom,259,47,1429,#FFFF00
27621760,2,25,top,top,309,93,1522,#FFFF00
27621760,2,26,top,top,85,90,1612,#FFFF00
27621760,2,27,top,top,236,99,1711,#FFFF00
27621760,2,28,top,top,14,94,1805,#FFFF00
27621760,2,29,top,top,123,91,1896,#FFFF00
27621760,2,30,top,top,534,75,1971,#FFFF00
27621760,3,1,none,bottom,0,72,72,#2F4F4F
27621760,3,2,none,left,508,23,95,#2F4F4F
27621760,3,3,none,top,132,88,183,#2F4F4F
27621760,3,4,none,right,212,33,216,#2F4F4F
27621760,3,5,none,top,694,96,312,#2F4F4F
27621760,3,6,none,top,242,100,412,#2F4F4F
27621760,3,7,none,top,219,91,503,#2F4F4F
27621760,3,8,none,top,64,95,598,#2F4F4F
27621760,3,9,none,top,269,72,670,#2F4F4F
27621760,3,10,none,top,310,69,739,#2F4F4F
27621760,3,11,none,left,198,24,763,#2F4F4F
27621760,3,12,none,right,461,97,860,#2F4F4F
27621760,3,13,none,right,207,93,953,#2F4F4F
27621760,3,14,none,right,277,99,1052,#2F4F4F
27621760,3,15,none,right,277,93,1145,#2F4F4F
27621760,3,16,none,right,286,80,1225,#2F4F4F
27621760,3,17,none,right,230,72,1297,#2F4F4F
27621760,3,18,none,bottom,134,73,1370,#2F4F4F
27621760,3,19,none,bottom,166,86,1456,#2F4F4F
27621760,3,20,none,bottom,199,87,1543,#2F4F4F
27621760,3,21,none,bottom,182,94,1637,#2F4F4F
27621760,3,22,top,bottom,253,97,1734,#2F4F4F
27621760,3,23,top,bottom,198,95,1829,#2F4F4F
27621760,3,24,top,bottom,277,94,1923,#2F4F4F
27621760,3,25,top,bottom,262,99,2022,#2F4F4F
27621760,3,26,top,bottom,309,93,2115,#2F4F4F
27621760,3,27,top,bottom,349,89,2204,#2F4F4F
27621760,3,28,top,bottom,260,92,2296,#2F4F4F
27621760,3,29,top,bottom,293,87,2383,#2F4F4F
27621760,3,30,top,bottom,407,90,2473,#2F4F4F
27792251,1,1,none,top,2210,92,92,#FFFF00
27792251,1,2,none,bottom,609,42,134,#FFFF00
27792251,1,3,none,left,331,68,202,#FFFF00
27792251,1,4,none,top,159,71,273,#FFFF00
27792251,1,5,none,right,199,93,366,#FFFF00
27792251,1,6,none,top,265,79,445,#FFFF00
27792251,1,7,none,right,172,86,531,#FFFF00
27792251,1,8,none,bottom,84,48,579,#FFFF00
27792251,1,9,none,left,546,45,624,#FFFF00
27792251,1,10,none,right,11,83,707,#FFFF00
27792251,1,11,none,top,168,98,805,#FFFF00
27792251,1,12,none,right,194,72,877,#FFFF00
27792251,1,13,none,top,125,76,953,#FFFF00
27792251,1,14,none,right,47,70,1023,#FFFF00
27792251,1,15,none,left,104,35,1058,#FFFF00
27792251,1,16,none,top,65,87,1145,#FFFF00
27792251,1,17,none,top,25,93,1238,#FFFF00
27792251,1,18,none,top,72,80,1318,#FFFF00
27792251,1,19,none,top,261,64,1382,#FFFF00
27792251,1,20,none,right,105,93,1475,#FFFF00
27792251,1,21,bottom,bottom,642,45,1520,#FFFF00
27792251,1,22,bottom,right,580,96,1616,#FFFF00
27792251,1,23,bottom,top,188,61,1677,#FFFF00
27792251,1,24,bottom,right,79,76,1753,#FFFF00
27792251,1,25,bottom,right,59,77,1830,#FFFF00
27792251,1,26,bottom,top,12,71,1901,#FFFF00
27792251,1,27,bottom,left,37,28,1929,#FFFF00
27792251,1,28,bottom,top,73,71,2000,#FFFF00
27792251,1,29,bottom,right,438,93,2093,#FFFF00
27792251,1,30,bottom,right,402,88,2181,#FFFF00
27792251,2,1,none,bottom,0,29,29,#0000CD
27792251,2,2,none,left,182,23,52,#0000CD
27792251,2,3,none,right,17,43,95,#0000CD
27792251,2,4,none,top,181,91,186,#0000CD
27792251,2,5,none,top,220,78,264,#0000CD
27792251,2,6,none,top,766,79,343,#0000CD
27792251,2,7,none,top,183,46,389,#0000CD
27792251,2,8,none,right,6,42,431,#0000CD
27792251,2,9,none,left,111,70,501,#0000CD
27792251,2,10,none,top,149,53,554,#0000CD
27792251,2,11,none,left,9,65,619,#0000CD
27792251,2,12,none,bottom,271,1,620,#0000CD
27792251,2,13,none,left,68,75,695,#0000CD
27792251,2,14,none,top,193,52,747,#0000CD
27792251,2,15,none,right,99,27,774,#0000CD
27792251,2,16,none,left,175,97,871,#0000CD
27792251,2,17,top,top,158,18,889,#0000CD
27792251,2,18,top,left,186,82,971,#0000CD
27792251,2,19,top,left,138,83,1054,#0000CD
27792251,2,20,top,left,141,73,1127,#0000CD
27792251,2,21,top,left,79,77,1204,#0000CD
27792251,2,22,top,left,11,74,1278,#0000CD
27792251,2,23,top,left,177,78,1356,#0000CD
27792251,2,24,top,left,52,54,1410,#0000CD
27792251,2,25,top,left,19,60,1470,#0000CD
27792251,2,26,top,left,75,46,1516,#0000CD
27792251,2,27,top,left,972,57,1573,#0000CD
27792251,2,28,top,left,1149,53,1626,#0000CD
27792251,2,29,top,left,307,39,1665,#0000CD
27792251,2,30,top,right,520,11,1676,#0000CD
27792251,3,1,none,bottom,1,97,97,#2F4F4F
27792251,3,2,none,bottom,248,84,181,#2F4F4F
27792251,3,3,none,bottom,138,83,264,#2F4F4F
27792251,3,4,none,bottom,76,97,361,#2F4F4F
27792251,3,5,none,bottom,65,93,454,#2F4F4F
27792251,3,6,none,bottom,208,100,554,#2F4F4F
27792251,3,7,none,bottom,26,97,651,#2F4F4F
27792251,3,8,none,bottom,93,95,746,#2F4F4F
27792251,3,9,right,bottom,42,93,839,#2F4F4F
27792251,3,10,right,bottom,6,92,931,#2F4F4F
27792251,3,11,right,bottom,267,98,1029,#2F4F4F
27792251,3,12,right,bottom,33,95,1124,#2F4F4F
27792251,3,13,right,bottom,29,97,1221,#2F4F4F
27792251,3,14,right,bottom,236,90,1311,#2F4F4F
27792251,3,15,right,bottom,226,86,1397,#2F4F4F
27792251,3,16,right,bottom,75,83,1480,#2F4F4F
27792251,3,17,right,bottom,101,89,1569,#2F4F4F
27792251,3,18,right,bottom,73,86,1655,#2F4F4F
27792251,3,19,right,bottom,170,97,1752,#2F4F4F
27792251,3,20,right,bottom,157,88,1840,#2F4F4F
27792251,3,21,right,bottom,72,82,1922,#2F4F4F
27792251,3,22,right,bottom,222,90,2012,#2F4F4F
27792251,3,23,right,bottom,26,88,2100,#2F4F4F
27792251,3,24,right,bottom,194,82,2182,#2F4F4F
27792251,3,25,right,bottom,185,91,2273,#2F4F4F
27792251,3,26,right,bottom,1,74,2347,#2F4F4F
27792251,3,27,right,bottom,180,58,2405,#2F4F4F
27792251,3,28,right,bottom,378,38,2443,#2F4F4F
27792251,3,29,right,bottom,284,49,2492,#2F4F4F
27792251,3,30,right,top,626,18,2510,#2F4F4F
27914457,1,1,none,top,1762,72,72,#0000CD
27914457,1,2,none,bottom,352,29,101,#0000CD
27914457,1,3,none,right,283,61,162,#0000CD
27914457,1,4,none,left,273,37,199,#0000CD
27914457,1,5,none,top,142,39,238,#0000CD
27914457,1,6,none,right,121,45,283,#0000CD
27914457,1,7,none,right,370,51,334,#0000CD
27914457,1,8,none,right,356,55,389,#0000CD
27914457,1,9,none,bottom,225,42,431,#0000CD
27914457,1,10,none,right,86,78,509,#0000CD
27914457,1,11,none,right,246,75,584,#0000CD
27914457,1,12,none,right,207,85,669,#0000CD
27914457,1,13,none,right,141,79,748,#0000CD
27914457,1,14,none,right,96,81,829,#0000CD
27914457,1,15,none,right,66,77,906,#0000CD
27914457,1,16,none,right,105,78,984,#0000CD
27914457,1,17,none,right,163,78,1062,#0000CD
27914457,1,18,none,right,425,77,1139,#0000CD
27914457,1,19,none,right,92,96,1235,#0000CD
27914457,1,20,bottom,bottom,1733,39,1274,#0000CD
27914457,1,21,bottom,right,1192,87,1361,#0000CD
27914457,1,22,bottom,right,313,87,1448,#0000CD
27914457,1,23,bottom,right,274,73,1521,#0000CD
27914457,1,24,bottom,right,148,85,1606,#0000CD
27914457,1,25,bottom,right,168,75,1681,#0000CD
27914457,1,26,bottom,right,8,93,1774,#0000CD
27914457,1,27,bottom,right,247,78,1852,#0000CD
27914457,1,28,bottom,right,22,75,1927,#0000CD
27914457,1,29,bottom,right,38,87,2014,#0000CD
27914457,1,30,bottom,right,373,81,2095,#0000CD
27914457,2,1,none,top,1,34,34,#2F4F4F
27914457,2,2,none,right,418,73,107,#2F4F4F
27914457,2,3,none,bottom,375,11,118,#2F4F4F
27914457,2,4,none,left,90,46,164,#2F4F4F
27914457,2,5,none,right,112,33,197,#2F4F4F
27914457,2,6,none,left,274,46,243,#2F4F4F
27914457,2,7,none,top,206,14,257,#2F4F4F
27914457,2,8,none,right,383,23,280,#2F4F4F
27914457,2,9,none,bottom,43,25,305,#2F4F4F
27914457,2,10,none,left,79,58,363,#2F4F4F
27914457,2,11,none,left,172,54,417,#2F4F4F
27914457,2,12,top,top,542,23,440,#2F4F4F
27914457,2,13,top,left,82,54,494,#2F4F4F
27914457,2,14,top,left,2,51,545,#2F4F4F
27914457,2,15,top,left,404,67,612,#2F4F4F
27914457,2,16,top,left,277,81,693,#2F4F4F
27914457,2,17,top,left,281,82,775,#2F4F4F
27914457,2,18,top,left,131,95,870,#2F4F4F
27914457,2,19,top,left,219,85,955,#2F4F4F
27914457,2,20,top,left,46,86,1041,#2F4F4F
27914457,2,21,top,left,128,93,1134,#2F4F4F
27914457,2,22,top,left,20,85,1219,#2F4F4F
27914457,2,23,top,left,281,83,1302,#2F4F4F
27914457,2,24,top,left,265,82,1384,#2F4F4F
27914457,2,25,top,left,412,95,1479,#2F4F4F
27914457,2,26,top,left,6,86,1565,#2F4F4F
27914457,2,27,top,left,341,93,1658,#2F4F4F
27914457,2,28,top,left,259,72,1730,#2F4F4F
27914457,2,29,top,left,1451,69,1799,#2F4F4F
27914457,2,30,top,left,497,80,1879,#2F4F4F
27914457,3,1,none,top,1,32,32,#FFFF00
27914457,3,2,none,right,277,76,108,#FFFF00
27914457,3,3,none,left,103,50,158,#FFFF00
27914457,3,4,none,bottom,5,84,242,#FFFF00
27914457,3,5,none,bottom,472,80,322,#FFFF00
27914457,3,6,none,bottom,245,87,409,#FFFF00
27914457,3,7,none,bottom,297,92,501,#FFFF00
27914457,3,8,none,bottom,224,92,593,#FFFF00
27914457,3,9,none,bottom,385,87,680,#FFFF00
27914457,3,10,none,bottom,155,76,756,#FFFF00
27914457,3,11,top,top,2505,23,779,#FFFF00
27914457,3,12,top,bottom,455,63,842,#FFFF00
27914457,3,13,top,bottom,238,66,908,#FFFF00
27914457,3,14,top,right,208,89,997,#FFFF00
27914457,3,15,top,right,242,92,1089,#FFFF00
27914457,3,16,top,right,17,97,1186,#FFFF00
27914457,3,17,top,right,280,100,1286,#FFFF00
27914457,3,18,top,right,129,94,1380,#FFFF00
27914457,3,19,top,right,93,90,1470,#FFFF00
27914457,3,20,top,right,1505,55,1525,#FFFF00
27914457,3,21,top,bottom,539,89,1614,#FFFF00
27914457,3,22,top,bottom,499,98,1712,#FFFF00
27914457,3,23,top,bottom,272,87,1799,#FFFF00
27914457,3,24,top,bottom,332,89,1888,#FFFF00
27914457,3,25,top,bottom,117,91,1979,#FFFF00
27914457,3,26,top,bottom,226,88,2067,#FFFF00
27914457,3,27,top,bottom,537,96,2163,#FFFF00
27914457,3,28,top,bottom,285,94,2257,#FFFF00
27914457,3,29,top,bottom,162,89,2346,#FFFF00
27914457,3,30,top,bottom,464,91,2437,#FFFF00
27954081,1,1,none,right,4379,71,71,#FFFF00
27954081,1,2,none,bottom,1173,76,147,#FFFF00
27954081,1,3,none,bottom,683,97,244,#FFFF00
27954081,1,4,none,top,1055,13,257,#FFFF00
27954081,1,5,none,bottom,699,99,356,#FFFF00
27954081,1,6,none,bottom,299,100,456,#FFFF00
27954081,1,7,none,bottom,578,94,550,#FFFF00
27954081,1,8,none,bottom,304,91,641,#FFFF00
27954081,1,9,none,bottom,1800,92,733,#FFFF00
27954081,1,10,none,left,1055,57,790,#FFFF00
27954081,1,11,none,bottom,534,60,850,#FFFF00
27954081,1,12,none,bottom,374,55,905,#FFFF00
27954081,1,13,none,right,841,79,984,#FFFF00
27954081,1,14,none,right,400,86,1070,#FFFF00
27954081,1,15,none,right,499,85,1155,#FFFF00
27954081,1,16,none,right,318,84,1239,#FFFF00
27954081,1,17,none,right,339,90,1329,#FFFF00
27954081,1,18,none,right,332,97,1426,#FFFF00
27954081,1,19,top,top,2194,18,1444,#FFFF00
27954081,1,20,top,right,344,76,1520,#FFFF00
27954081,1,21,top,bottom,396,37,1557,#FFFF00
27954081,1,22,top,right,379,80,1637,#FFFF00
27954081,1,23,top,right,362,94,1731,#FFFF00
27954081,1,24,top,right,515,90,1821,#FFFF00
27954081,1,25,top,right,243,86,1907,#FFFF00
27954081,1,26,top,right,316,97,2004,#FFFF00
27954081,1,27,top,right,352,86,2090,#FFFF00
27954081,1,28,top,right,311,81,2171,#FFFF00
27954081,1,29,top,right,881,91,2262,#FFFF00
27954081,1,30,top,right,274,92,2354,#FFFF00
27954081,2,1,none,right,0,80,80,#0000CD
27954081,2,2,none,bottom,508,3,83,#0000CD
27954081,2,3,none,top,778,37,120,#0000CD
27954081,2,4,none,left,392,61,181,#0000CD
27954081,2,5,none,right,357,82,263,#0000CD
27954081,2,6,none,right,336,78,341,#0000CD
27954081,2,7,none,right,265,97,438,#0000CD
27954081,2,8,none,right,297,90,528,#0000CD
27954081,2,9,none,right,115,95,623,#0000CD
27954081,2,10,none,right,310,100,723,#0000CD
27954081,2,11,none,right,306,85,808,#0000CD
27954081,2,12,none,right,309,80,888,#0000CD
27954081,2,13,none,right,279,92,980,#0000CD
27954081,2,14,none,right,269,87,1067,#0000CD
27954081,2,15,top,right,571,68,1135,#0000CD
27954081,2,16,top,right,304,78,1213,#0000CD
27954081,2,17,top,right,282,73,1286,#0000CD
27954081,2,18,top,right,874,63,1349,#0000CD
