ID,block,trial,whichFilled,choice,responseTime,pointsWon,blockWinnings,fillColour
10143321,1,1,none,bottom,5456,39,39,#FFFF00
10143321,1,2,none,bottom,2702,35,74,#FFFF00
10143321,1,3,none,bottom,2997,34,108,#FFFF00
10143321,1,4,none,top,1565,78,186,#FFFF00
10143321,1,5,none,top,705,84,270,#FFFF00
10143321,1,6,none,top,414,72,342,#FFFF00
10143321,1,7,none,top,410,89,431,#FFFF00
10143321,1,8,none,top,301,78,509,#FFFF00
10143321,1,9,none,top,769,65,574,#FFFF00
10143321,1,10,none,left,985,34,608,#FFFF00
10143321,1,11,none,top,443,72,680,#FFFF00
10143321,1,12,none,right,924,87,767,#FFFF00
10143321,1,13,none,right,468,92,859,#FFFF00
10143321,1,14,none,right,684,86,945,#FFFF00
10143321,1,15,none,right,910,89,1034,#FFFF00
10143321,1,16,none,right,381,86,1120,#FFFF00
10143321,1,17,none,right,700,84,1204,#FFFF00
10143321,1,18,none,right,662,83,1287,#FFFF00
10143321,1,19,none,top,774,63,1350,#FFFF00
10143321,1,20,none,right,357,64,1414,#FFFF00
10143321,1,21,none,right,479,69,1483,#FFFF00
10143321,1,22,none,right,334,67,1550,#FFFF00
10143321,1,23,top,top,1030,64,1614,#FFFF00
10143321,1,24,top,top,796,61,1675,#FFFF00
10143321,1,25,top,top,1166,57,1732,#FFFF00
10143321,1,26,top,right,96,93,1825,#FFFF00
10143321,1,27,top,right,556,92,1917,#FFFF00
10143321,1,28,top,right,932,89,2006,#FFFF00
10143321,1,29,top,right,2641,80,2086,#FFFF00
10143321,1,30,top,right,2606,94,2180,#FFFF00
10143321,2,1,none,top,0,68,68,#2F4F4F
10143321,2,2,none,left,315,36,104,#2F4F4F
10143321,2,3,none,bottom,475,59,163,#2F4F4F
10143321,2,4,none,right,97,43,206,#2F4F4F
10143321,2,5,none,top,2224,73,279,#2F4F4F
10143321,2,6,none,top,387,70,349,#2F4F4F
10143321,2,7,none,top,351,78,427,#2F4F4F
10143321,2,8,none,top,774,78,505,#2F4F4F
10143321,2,9,none,top,669,84,589,#2F4F4F
10143321,2,10,none,top,387,72,661,#2F4F4F
10143321,2,11,none,top,431,79,740,#2F4F4F
10143321,2,12,none,top,453,96,836,#2F4F4F
10143321,2,13,bottom,top,1147,100,936,#2F4F4F
10143321,2,14,bottom,top,3549,86,1022,#2F4F4F
10143321,2,15,bottom,top,496,87,1109,#2F4F4F
10143321,2,16,bottom,top,475,94,1203,#2F4F4F
10143321,2,17,bottom,top,233,99,1302,#2F4F4F
10143321,2,18,bottom,top,342,95,1397,#2F4F4F
10143321,2,19,bottom,top,218,96,1493,#2F4F4F
10143321,2,20,bottom,top,1059,94,1587,#2F4F4F
10143321,2,21,bottom,top,690,96,1683,#2F4F4F
10143321,2,22,bottom,top,347,83,1766,#2F4F4F
10143321,2,23,bottom,top,473,72,1838,#2F4F4F
10143321,2,24,bottom,top,383,62,1900,#2F4F4F
10143321,2,25,bottom,right,446,86,1986,#2F4F4F
10143321,2,26,bottom,right,386,96,2082,#2F4F4F
10143321,2,27,bottom,right,352,93,2175,#2F4F4F
10143321,2,28,bottom,right,629,98,2273,#2F4F4F
10143321,2,29,bottom,right,510,88,2361,#2F4F4F
10143321,2,30,bottom,right,749,86,2447,#2F4F4F
10143321,3,1,none,bottom,0,36,36,#0000CD
10143321,3,2,none,left,259,30,66,#0000CD
10143321,3,3,none,right,321,95,161,#0000CD
10143321,3,4,none,right,364,97,258,#0000CD
10143321,3,5,none,right,165,94,352,#0000CD
10143321,3,6,none,right,581,94,446,#0000CD
10143321,3,7,none,right,895,97,543,#0000CD
10143321,3,8,none,right,1163,93,636,#0000CD
10143321,3,9,none,right,1480,89,725,#0000CD
10143321,3,10,none,right,760,84,809,#0000CD
10143321,3,11,none,right,748,86,895,#0000CD
10143321,3,12,top,right,556,88,983,#0000CD
10143321,3,13,top,right,358,78,1061,#0000CD
10143321,3,14,top,right,457,76,1137,#0000CD
10143321,3,15,top,right,718,86,1223,#0000CD
10143321,3,16,top,right,548,92,1315,#0000CD
10143321,3,17,top,right,566,85,1400,#0000CD
10143321,3,18,top,right,377,88,1488,#0000CD
10143321,3,19,top,right,701,96,1584,#0000CD
10143321,3,20,top,right,117,94,1678,#0000CD
10143321,3,21,top,right,987,98,1776,#0000CD
10143321,3,22,top,right,332,97,1873,#0000CD
10143321,3,23,top,right,559,92,1965,#0000CD
10143321,3,24,top,right,470,84,2049,#0000CD
10143321,3,25,top,right,433,80,2129,#0000CD
10143321,3,26,top,right,526,83,2212,#0000CD
10143321,3,27,top,right,718,95,2307,#0000CD
10143321,3,28,top,right,667,83,2390,#0000CD
10143321,3,29,top,right,430,80,2470,#0000CD
10143321,3,30,top,right,1663,75,2545,#0000CD
11712230,1,1,none,right,3440,62,62,#2F4F4F
11712230,1,2,none,right,1205,67,129,#2F4F4F
11712230,1,3,none,right,525,73,202,#2F4F4F
11712230,1,4,none,right,429,62,264,#2F4F4F
11712230,1,5,none,top,446,9,273,#2F4F4F
11712230,1,6,none,bottom,426,38,311,#2F4F4F
11712230,1,7,none,left,191,48,359,#2F4F4F
11712230,1,8,none,right,222,45,404,#2F4F4F
11712230,1,9,none,right,497,34,438,#2F4F4F
11712230,1,10,none,left,255,64,502,#2F4F4F
11712230,1,11,none,left,307,77,579,#2F4F4F
11712230,1,12,none,top,616,26,605,#2F4F4F
11712230,1,13,none,left,181,69,674,#2F4F4F
11712230,1,14,none,right,191,43,717,#2F4F4F
11712230,1,15,none,left,235,71,788,#2F4F4F
11712230,1,16,none,bottom,225,64,852,#2F4F4F
11712230,1,17,none,left,16,59,911,#2F4F4F
11712230,1,18,none,top,45,9,920,#2F4F4F
11712230,1,19,none,bottom,246,46,966,#2F4F4F
11712230,1,20,none,right,270,25,991,#2F4F4F
11712230,1,21,none,left,130,99,1090,#2F4F4F
11712230,1,22,none,right,382,33,1123,#2F4F4F
11712230,1,23,top,top,1020,7,1130,#2F4F4F
11712230,1,24,top,left,44,93,1223,#2F4F4F
11712230,1,25,top,left,162,94,1317,#2F4F4F
11712230,1,26,top,left,82,89,1406,#2F4F4F
11712230,1,27,top,left,586,94,1500,#2F4F4F
11712230,1,28,top,left,210,76,1576,#2F4F4F
11712230,1,29,top,left,124,65,1641,#2F4F4F
11712230,1,30,top,left,241,86,1727,#2F4F4F
11712230,2,1,none,right,0,84,84,#FFFF00
11712230,2,2,none,right,10,84,168,#FFFF00
11712230,2,3,none,right,602,93,261,#FFFF00
11712230,2,4,none,right,278,84,345,#FFFF00
11712230,2,5,none,right,336,92,437,#FFFF00
11712230,2,6,none,right,572,86,523,#FFFF00
11712230,2,7,none,right,268,85,608,#FFFF00
11712230,2,8,none,right,178,76,684,#FFFF00
11712230,2,9,none,right,285,77,761,#FFFF00
11712230,2,10,none,left,269,68,829,#FFFF00
11712230,2,11,none,bottom,195,9,838,#FFFF00
11712230,2,12,none,right,408,76,914,#FFFF00
11712230,2,13,none,right,340,81,995,#FFFF00
11712230,2,14,none,right,254,75,1070,#FFFF00
11712230,2,15,none,top,270,83,1153,#FFFF00
11712230,2,16,none,top,300,89,1242,#FFFF00
11712230,2,17,bottom,right,719,69,1311,#FFFF00
11712230,2,18,bottom,top,548,85,1396,#FFFF00
11712230,2,19,bottom,right,277,73,1469,#FFFF00
11712230,2,20,bottom,left,164,38,1507,#FFFF00
11712230,2,21,bottom,bottom,232,41,1548,#FFFF00
11712230,2,22,bottom,right,107,70,1618,#FFFF00
11712230,2,23,bottom,top,245,96,1714,#FFFF00
11712230,2,24,bottom,top,185,99,1813,#FFFF00
11712230,2,25,bottom,right,79,56,1869,#FFFF00
11712230,2,26,bottom,top,120,93,1962,#FFFF00
11712230,2,27,bottom,top,89,93,2055,#FFFF00
11712230,2,28,bottom,top,56,93,2148,#FFFF00
11712230,2,29,bottom,top,9,95,2243,#FFFF00
11712230,2,30,bottom,top,222,80,2323,#FFFF00
11712230,3,1,none,top,0,52,52,#0000CD
11712230,3,2,none,right,142,55,107,#0000CD
11712230,3,3,none,left,97,21,128,#0000CD
11712230,3,4,none,bottom,163,62,190,#0000CD
11712230,3,5,none,top,244,41,231,#0000CD
11712230,3,6,none,right,148,59,290,#0000CD
11712230,3,7,none,bottom,304,50,340,#0000CD
11712230,3,8,none,right,74,71,411,#0000CD
11712230,3,9,none,right,168,79,490,#0000CD
11712230,3,10,none,right,369,87,577,#0000CD
11712230,3,11,none,right,270,81,658,#0000CD
11712230,3,12,none,right,324,80,738,#0000CD
11712230,3,13,none,right,131,78,816,#0000CD
11712230,3,14,none,left,156,30,846,#0000CD
11712230,3,15,none,bottom,279,33,879,#0000CD
11712230,3,16,none,right,173,92,971,#0000CD
11712230,3,17,none,top,241,64,1035,#0000CD
11712230,3,18,bottom,right,340,96,1131,#0000CD
11712230,3,19,bottom,right,352,95,1226,#0000CD
11712230,3,20,bottom,right,291,87,1313,#0000CD
11712230,3,21,bottom,right,374,84,1397,#0000CD
11712230,3,22,bottom,bottom,81,73,1470,#0000CD
11712230,3,23,bottom,right,313,83,1553,#0000CD
11712230,3,24,bottom,bottom,127,60,1613,#0000CD
11712230,3,25,bottom,right,189,88,1701,#0000CD
11712230,3,26,bottom,right,234,82,1783,#0000CD
11712230,3,27,bottom,top,124,62,1845,#0000CD
11712230,3,28,bottom,right,16,60,1905,#0000CD
11712230,3,29,bottom,left,207,10,1915,#0000CD
11712230,3,30,bottom,top,331,71,1986,#0000CD
11781883,1,1,none,right,1774,0,0,#2F4F4F
11781883,1,2,none,top,505,48,48,#2F4F4F
11781883,1,3,none,left,420,84,132,#2F4F4F
11781883,1,4,none,bottom,391,98,230,#2F4F4F
11781883,1,5,none,bottom,411,100,330,#2F4F4F
11781883,1,6,none,bottom,452,100,430,#2F4F4F
11781883,1,7,none,bottom,196,91,521,#2F4F4F
11781883,1,8,none,bottom,373,93,614,#2F4F4F
11781883,1,9,none,bottom,245,86,700,#2F4F4F
11781883,1,10,none,bottom,322,91,791,#2F4F4F
11781883,1,11,none,bottom,356,92,883,#2F4F4F
11781883,1,12,none,bottom,1078,80,963,#2F4F4F
11781883,1,13,none,bottom,389,95,1058,#2F4F4F
11781883,1,14,none,bottom,1868,94,1152,#2F4F4F
11781883,1,15,none,bottom,430,88,1240,#2F4F4F
11781883,1,16,none,bottom,1029,82,1322,#2F4F4F
11781883,1,17,none,bottom,629,77,1399,#2F4F4F
11781883,1,18,none,left,372,94,1493,#2F4F4F
11781883,1,19,none,left,397,74,1567,#2F4F4F
11781883,1,20,none,bottom,579,66,1633,#2F4F4F
11781883,1,21,right,left,414,88,1721,#2F4F4F
11781883,1,22,right,left,447,90,1811,#2F4F4F
11781883,1,23,right,right,476,18,1829,#2F4F4F
11781883,1,24,right,left,413,81,1910,#2F4F4F
11781883,1,25,right,left,350,86,1996,#2F4F4F
11781883,1,26,right,left,347,88,2084,#2F4F4F
11781883,1,27,right,left,292,91,2175,#2F4F4F
11781883,1,28,right,left,124,83,2258,#2F4F4F
11781883,1,29,right,left,270,81,2339,#2F4F4F
11781883,1,30,right,left,1020,79,2418,#2F4F4F
11781883,2,1,none,bottom,0,58,58,#FFFF00
11781883,2,2,none,right,339,34,92,#FFFF00
11781883,2,3,none,top,340,32,124,#FFFF00
11781883,2,4,none,left,309,49,173,#FFFF00
11781883,2,5,none,bottom,252,84,257,#FFFF00
11781883,2,6,none,left,395,60,317,#FFFF00
11781883,2,7,none,bottom,182,97,414,#FFFF00
11781883,2,8,none,bottom,379,93,507,#FFFF00
11781883,2,9,none,bottom,339,100,607,#FFFF00
11781883,2,10,none,bottom,320,93,700,#FFFF00
11781883,2,11,none,bottom,468,90,790,#FFFF00
11781883,2,12,none,bottom,410,85,875,#FFFF00
11781883,2,13,top,bottom,651,72,947,#FFFF00
11781883,2,14,top,top,425,30,977,#FFFF00
11781883,2,15,top,bottom,390,78,1055,#FFFF00
11781883,2,16,top,bottom,501,73,1128,#FFFF00
11781883,2,17,top,left,421,65,1193,#FFFF00
11781883,2,18,top,bottom,291,61,1254,#FFFF00
11781883,2,19,top,bottom,541,54,1308,#FFFF00
11781883,2,20,top,right,292,59,1367,#FFFF00
11781883,2,21,top,left,251,68,1435,#FFFF00
11781883,2,22,top,left,180,63,1498,#FFFF00
11781883,2,23,top,left,444,69,1567,#FFFF00
11781883,2,24,top,bottom,364,43,1610,#FFFF00
11781883,2,25,top,left,323,65,1675,#FFFF00
11781883,2,26,top,left,331,70,1745,#FFFF00
11781883,2,27,top,top,348,15,1760,#FFFF00
11781883,2,28,top,left,341,45,1805,#FFFF00
11781883,2,29,top,left,412,39,1844,#FFFF00
11781883,2,30,top,left,796,46,1890,#FFFF00
11781883,3,1,none,bottom,0,68,68,#0000CD
11781883,3,2,none,right,525,52,120,#0000CD
11781883,3,3,none,top,515,97,217,#0000CD
11781883,3,4,none,left,445,16,233,#0000CD
11781883,3,5,none,top,620,90,323,#0000CD
11781883,3,6,none,top,346,77,400,#0000CD
11781883,3,7,none,top,413,94,494,#0000CD
11781883,3,8,none,top,338,85,579,#0000CD
11781883,3,9,none,top,316,90,669,#0000CD
11781883,3,10,none,top,330,93,762,#0000CD
11781883,3,11,none,top,925,80,842,#0000CD
11781883,3,12,none,top,319,95,937,#0000CD
11781883,3,13,none,top,283,84,1021,#0000CD
11781883,3,14,none,top,333,84,1105,#0000CD
11781883,3,15,none,top,179,75,1180,#0000CD
11781883,3,16,none,top,452,71,1251,#0000CD
11781883,3,17,none,top,317,63,1314,#0000CD
11781883,3,18,none,bottom,294,31,1345,#0000CD
11781883,3,19,none,right,298,51,1396,#0000CD
11781883,3,20,none,top,50,64,1460,#0000CD
11781883,3,21,none,left,333,11,1471,#0000CD
11781883,3,22,none,top,189,82,1553,#0000CD
11781883,3,23,none,top,210,69,1622,#0000CD
11781883,3,24,right,top,356,58,1680,#0000CD
11781883,3,25,right,right,373,72,1752,#0000CD
11781883,3,26,right,right,283,68,1820,#0000CD
11781883,3,27,right,right,445,56,1876,#0000CD
11781883,3,28,right,top,356,58,1934,#0000CD
11781883,3,29,right,bottom,268,9,1943,#0000CD
11781883,3,30,right,top,461,42,1985,#0000CD
12401233,1,1,none,left,10191,85,85,#FFFF00
12401233,1,2,none,top,1602,86,171,#FFFF00
12401233,1,3,none,right,479,2,173,#FFFF00
12401233,1,4,none,left,14,86,259,#FFFF00
12401233,1,5,none,left,472,81,340,#FFFF00
12401233,1,6,none,top,369,83,423,#FFFF00
12401233,1,7,none,bottom,144,33,456,#FFFF00
12401233,1,8,none,left,166,92,548,#FFFF00
12401233,1,9,none,left,225,92,640,#FFFF00
12401233,1,10,none,left,84,94,734,#FFFF00
12401233,1,11,none,left,968,97,831,#FFFF00
12401233,1,12,none,left,642,85,916,#FFFF00
12401233,1,13,none,top,344,82,998,#FFFF00
12401233,1,14,none,left,100,92,1090,#FFFF00
12401233,1,15,none,left,307,88,1178,#FFFF00
12401233,1,16,none,left,122,99,1277,#FFFF00
12401233,1,17,none,left,1004,95,1372,#FFFF00
12401233,1,18,bottom,bottom,1198,9,1381,#FFFF00
12401233,1,19,bottom,left,64,92,1473,#FFFF00
12401233,1,20,bottom,left,178,74,1547,#FFFF00
12401233,1,21,bottom,right,302,28,1575,#FFFF00
12401233,1,22,bottom,top,89,51,1626,#FFFF00
12401233,1,23,bottom,left,44,96,1722,#FFFF00
12401233,1,24,bottom,left,109,94,1816,#FFFF00
12401233,1,25,bottom,left,245,94,1910,#FFFF00
12401233,1,26,bottom,left,42,86,1996,#FFFF00
12401233,1,27,bottom,left,151,95,2091,#FFFF00
12401233,1,28,bottom,left,103,91,2182,#FFFF00
12401233,1,29,bottom,left,11,99,2281,#FFFF00
12401233,1,30,bottom,left,47,90,2371,#FFFF00
12401233,2,1,none,top,1,32,32,#0000CD
12401233,2,2,none,bottom,237,41,73,#0000CD
12401233,2,3,none,right,116,87,160,#0000CD
12401233,2,4,none,right,204,89,249,#0000CD
12401233,2,5,none,right,96,89,338,#0000CD
12401233,2,6,none,right,247,81,419,#0000CD
12401233,2,7,none,right,64,81,500,#0000CD
12401233,2,8,none,left,47,80,580,#0000CD
12401233,2,9,none,left,245,82,662,#0000CD
12401233,2,10,none,right,56,53,715,#0000CD
12401233,2,11,none,left,419,86,801,#0000CD
12401233,2,12,none,left,223,92,893,#0000CD
12401233,2,13,none,left,529,93,986,#0000CD
12401233,2,14,none,left,182,92,1078,#0000CD
12401233,2,15,none,left,78,91,1169,#0000CD
12401233,2,16,none,left,59,88,1257,#0000CD
12401233,2,17,none,left,251,85,1342,#0000CD
12401233,2,18,none,right,695,20,1362,#0000CD
12401233,2,19,none,left,76,77,1439,#0000CD
12401233,2,20,none,top,155,16,1455,#0000CD
12401233,2,21,none,bottom,80,28,1483,#0000CD
12401233,2,22,none,left,76,82,1565,#0000CD
12401233,2,23,none,left,102,79,1644,#0000CD
12401233,2,24,bottom,left,446,67,1711,#0000CD
12401233,2,25,bottom,left,105,65,1776,#0000CD
12401233,2,26,bottom,left,81,75,1851,#0000CD
12401233,2,27,bottom,left,166,85,1936,#0000CD
12401233,2,28,bottom,left,203,88,2024,#0000CD
12401233,2,29,bottom,left,3,97,2121,#0000CD
12401233,2,30,bottom,left,31,94,2215,#0000CD
12401233,3,1,none,top,0,59,59,#2F4F4F
12401233,3,2,none,bottom,133,53,112,#2F4F4F
12401233,3,3,none,right,368,96,208,#2F4F4F
12401233,3,4,none,right,115,93,301,#2F4F4F
12401233,3,5,none,right,127,80,381,#2F4F4F
12401233,3,6,none,right,10,92,473,#2F4F4F
12401233,3,7,none,right,564,81,554,#2F4F4F
12401233,3,8,none,right,136,85,639,#2F4F4F
12401233,3,9,none,right,110,73,712,#2F4F4F
12401233,3,10,none,left,107,18,730,#2F4F4F
12401233,3,11,none,right,280,86,816,#2F4F4F
12401233,3,12,none,right,106,85,901,#2F4F4F
12401233,3,13,none,right,117,94,995,#2F4F4F
12401233,3,14,none,right,158,89,1084,#2F4F4F
12401233,3,15,none,right,43,80,1164,#2F4F4F
12401233,3,16,none,right,508,61,1225,#2F4F4F
12401233,3,17,none,right,144,69,1294,#2F4F4F
12401233,3,18,none,top,550,21,1315,#2F4F4F
12401233,3,19,none,right,128,75,1390,#2F4F4F
12401233,3,20,none,right,37,82,1472,#2F4F4F
12401233,3,21,none,right,35,75,1547,#2F4F4F
12401233,3,22,none,right,34,69,1616,#2F4F4F
12401233,3,23,top,right,535,44,1660,#2F4F4F
12401233,3,24,top,right,71,41,1701,#2F4F4F
12401233,3,25,top,right,185,48,1749,#2F4F4F
12401233,3,26,top,right,133,45,1794,#2F4F4F
12401233,3,27,top,left,277,80,1874,#2F4F4F
12401233,3,28,top,left,36,81,1955,#2F4F4F
12401233,3,29,top,left,28,73,2028,#2F4F4F
12401233,3,30,top,left,410,61,2089,#2F4F4F
12618617,1,1,none,right,4557,57,57,#FFFF00
12618617,1,2,none,left,2563,89,146,#FFFF00
12618617,1,3,none,top,1626,72,218,#FFFF00
12618617,1,4,none,bottom,2454,37,255,#FFFF00
12618617,1,5,none,left,666,98,353,#FFFF00
12618617,1,6,none,left,485,92,445,#FFFF00
12618617,1,7,none,left,398,98,543,#FFFF00
12618617,1,8,none,left,1384,90,633,#FFFF00
12618617,1,9,none,left,546,81,714,#FFFF00
12618617,1,10,none,left,545,93,807,#FFFF00
12618617,1,11,none,left,379,83,890,#FFFF00
12618617,1,12,none,left,414,93,983,#FFFF00
12618617,1,13,none,left,420,92,1075,#FFFF00
12618617,1,14,none,left,507,91,1166,#FFFF00
12618617,1,15,none,left,417,75,1241,#FFFF00
12618617,1,16,none,top,521,83,1324,#FFFF00
12618617,1,17,right,top,825,75,1399,#FFFF00
12618617,1,18,right,bottom,1728,98,1497,#FFFF00
12618617,1,19,right,bottom,586,85,1582,#FFFF00
12618617,1,20,right,bottom,487,93,1675,#FFFF00
12618617,1,21,right,bottom,769,97,1772,#FFFF00
12618617,1,22,right,bottom,593,92,1864,#FFFF00
12618617,1,23,right,bottom,512,91,1955,#FFFF00
12618617,1,24,right,bottom,593,83,2038,#FFFF00
12618617,1,25,right,bottom,551,93,2131,#FFFF00
12618617,1,26,right,bottom,348,73,2204,#FFFF00
12618617,1,27,right,bottom,423,89,2293,#FFFF00
12618617,1,28,right,left,651,39,2332,#FFFF00
12618617,1,29,right,right,900,57,2389,#FFFF00
12618617,1,30,right,top,5784,82,2471,#FFFF00
12618617,2,1,none,right,0,14,14,#2F4F4F
12618617,2,2,none,top,915,75,89,#2F4F4F
12618617,2,3,none,bottom,1161,0,89,#2F4F4F
12618617,2,4,none,left,381,75,164,#2F4F4F
12618617,2,5,none,top,1390,71,235,#2F4F4F
12618617,2,6,none,left,471,85,320,#2F4F4F
12618617,2,7,none,left,447,92,412,#2F4F4F
12618617,2,8,none,left,492,93,505,#2F4F4F
12618617,2,9,none,left,490,93,598,#2F4F4F
12618617,2,10,none,left,474,87,685,#2F4F4F
12618617,2,11,none,left,437,90,775,#2F4F4F
12618617,2,12,none,left,407,96,871,#2F4F4F
12618617,2,13,none,left,857,91,962,#2F4F4F
12618617,2,14,none,left,645,95,1057,#2F4F4F
12618617,2,15,none,left,686,91,1148,#2F4F4F
12618617,2,16,top,left,596,96,1244,#2F4F4F
12618617,2,17,top,left,536,93,1337,#2F4F4F
12618617,2,18,top,left,411,90,1427,#2F4F4F
12618617,2,19,top,left,436,84,1511,#2F4F4F
12618617,2,20,top,top,3021,59,1570,#2F4F4F
12618617,2,21,top,left,1024,97,1667,#2F4F4F
12618617,2,22,top,left,520,95,1762,#2F4F4F
12618617,2,23,top,left,951,89,1851,#2F4F4F
12618617,2,24,top,right,2159,42,1893,#2F4F4F
12618617,2,25,top,left,425,87,1980,#2F4F4F
12618617,2,26,top,left,495,94,2074,#2F4F4F
12618617,2,27,top,left,369,91,2165,#2F4F4F
12618617,2,28,top,left,451,84,2249,#2F4F4F
12618617,2,29,top,left,422,73,2322,#2F4F4F
12618617,2,30,top,left,370,71,2393,#2F4F4F
12618617,3,1,none,top,0,81,81,#0000CD
12618617,3,2,none,right,822,99,180,#0000CD
12618617,3,3,none,bottom,513,58,238,#0000CD
12618617,3,4,none,left,530,5,243,#0000CD
12618617,3,5,none,right,711,66,309,#0000CD
12618617,3,6,none,top,986,85,394,#0000CD
12618617,3,7,none,top,433,64,458,#0000CD
12618617,3,8,none,right,476,68,526,#0000CD
12618617,3,9,none,right,373,72,598,#0000CD
12618617,3,10,none,top,478,89,687,#0000CD
12618617,3,11,none,top,448,87,774,#0000CD
12618617,3,12,none,top,355,77,851,#0000CD
12618617,3,13,none,top,521,82,933,#0000CD
12618617,3,14,none,left,508,29,962,#0000CD
12618617,3,15,none,bottom,733,40,1002,#0000CD
12618617,3,16,none,top,359,91,1093,#0000CD
12618617,3,17,none,top,380,84,1177,#0000CD
12618617,3,18,none,top,671,81,1258,#0000CD
12618617,3,19,bottom,top,548,65,1323,#0000CD
12618617,3,20,bottom,right,976,81,1404,#0000CD
12618617,3,21,bottom,right,413,75,1479,#0000CD
12618617,3,22,bottom,right,704,53,1532,#0000CD
12618617,3,23,bottom,top,394,60,1592,#0000CD
12618617,3,24,bottom,left,416,17,1609,#0000CD
12618617,3,25,bottom,bottom,355,50,1659,#0000CD
12618617,3,26,bottom,right,243,43,1702,#0000CD
12618617,3,27,bottom,top,317,72,1774,#0000CD
12618617,3,28,bottom,top,368,55,1829,#0000CD
12618617,3,29,bottom,top,353,47,1876,#0000CD
12618617,3,30,bottom,top,349,42,1918,#0000CD
13068346,1,1,none,left,2946,42,42,#2F4F4F
13068346,1,2,none,right,1318,86,128,#2F4F4F
13068346,1,3,none,right,1159,97,225,#2F4F4F
13068346,1,4,none,right,782,86,311,#2F4F4F
13068346,1,5,none,right,1288,87,398,#2F4F4F
13068346,1,6,none,right,1593,94,492,#2F4F4F
13068346,1,7,none,right,676,91,583,#2F4F4F
13068346,1,8,none,right,843,88,671,#2F4F4F
13068346,1,9,none,right,492,81,752,#2F4F4F
13068346,1,10,none,right,2219,84,836,#2F4F4F
13068346,1,11,none,bottom,1255,82,918,#2F4F4F
13068346,1,12,none,top,534,3,921,#2F4F4F
13068346,1,13,none,right,299,76,997,#2F4F4F
13068346,1,14,none,bottom,1233,86,1083,#2F4F4F
13068346,1,15,none,bottom,624,100,1183,#2F4F4F
13068346,1,16,none,bottom,1204,96,1279,#2F4F4F
13068346,1,17,none,bottom,432,76,1355,#2F4F4F
13068346,1,18,none,right,302,65,1420,#2F4F4F
13068346,1,19,none,bottom,339,80,1500,#2F4F4F
13068346,1,20,top,bottom,1184,76,1576,#2F4F4F
13068346,1,21,top,right,788,69,1645,#2F4F4F
13068346,1,22,top,bottom,301,88,1733,#2F4F4F
13068346,1,23,top,bottom,747,88,1821,#2F4F4F
13068346,1,24,top,bottom,643,92,1913,#2F4F4F
13068346,1,25,top,bottom,712,91,2004,#2F4F4F
13068346,1,26,top,bottom,1102,79,2083,#2F4F4F
13068346,1,27,top,right,564,50,2133,#2F4F4F
13068346,1,28,top,bottom,246,87,2220,#2F4F4F
13068346,1,29,top,bottom,470,88,2308,#2F4F4F
13068346,1,30,top,bottom,371,78,2386,#2F4F4F
13068346,2,1,none,right,0,34,34,#0000CD
13068346,2,2,none,bottom,300,22,56,#0000CD
13068346,2,3,none,left,299,96,152,#0000CD
13068346,2,4,none,left,261,96,248,#0000CD
13068346,2,5,none,left,301,89,337,#0000CD
13068346,2,6,none,left,284,81,418,#0000CD
13068346,2,7,none,left,472,79,497,#0000CD
13068346,2,8,none,top,3548,67,564,#0000CD
13068346,2,9,none,left,269,84,648,#0000CD
13068346,2,10,top,left,1230,85,733,#0000CD
13068346,2,11,top,left,416,84,817,#0000CD
13068346,2,12,top,top,577,53,870,#0000CD
13068346,2,13,top,left,296,67,937,#0000CD
13068346,2,14,top,right,204,47,984,#0000CD
13068346,2,15,top,bottom,266,18,1002,#0000CD
13068346,2,16,top,left,275,53,1055,#0000CD
13068346,2,17,top,left,295,71,1126,#0000CD
13068346,2,18,top,left,300,69,1195,#0000CD
13068346,2,19,top,left,1708,81,1276,#0000CD
13068346,2,20,top,left,293,71,1347,#0000CD
13068346,2,21,top,left,257,67,1414,#0000CD
13068346,2,22,top,left,273,81,1495,#0000CD
13068346,2,23,top,left,323,71,1566,#0000CD
13068346,2,24,top,left,272,70,1636,#0000CD
13068346,2,25,top,left,284,73,1709,#0000CD
13068346,2,26,top,left,273,83,1792,#0000CD
13068346,2,27,top,left,254,61,1853,#0000CD
13068346,2,28,top,left,295,80,1933,#0000CD
13068346,2,29,top,left,298,67,2000,#0000CD
13068346,2,30,top,left,312,72,2072,#0000CD
13068346,3,1,none,top,0,68,68,#FFFF00
13068346,3,2,none,bottom,1274,93,161,#FFFF00
13068346,3,3,none,bottom,289,82,243,#FFFF00
13068346,3,4,none,bottom,579,88,331,#FFFF00
13068346,3,5,none,bottom,304,91,422,#FFFF00
13068346,3,6,none,bottom,288,85,507,#FFFF00
13068346,3,7,none,bottom,255,75,582,#FFFF00
13068346,3,8,none,bottom,700,48,630,#FFFF00
13068346,3,9,none,right,297,91,721,#FFFF00
13068346,3,10,none,right,647,72,793,#FFFF00
13068346,3,11,none,left,289,16,809,#FFFF00
13068346,3,12,top,right,490,88,897,#FFFF00
13068346,3,13,top,right,360,93,990,#FFFF00
13068346,3,14,top,right,360,85,1075,#FFFF00
13068346,3,15,top,right,267,76,1151,#FFFF00
13068346,3,16,top,right,281,79,1230,#FFFF00
13068346,3,17,top,right,9,73,1303,#FFFF00
13068346,3,18,top,right,274,77,1380,#FFFF00
13068346,3,19,top,bottom,299,98,1478,#FFFF00
13068346,3,20,top,bottom,356,91,1569,#FFFF00
13068346,3,21,top,bottom,271,80,1649,#FFFF00
