ID,block,trial,whichFilled,choice,responseTime,pointsWon,blockWinnings,tagText
46622521,3,18,none,bottom,117,87,1517,good
46622521,3,19,top,bottom,195,88,1605,good
46622521,3,20,top,bottom,154,78,1683,good
46622521,3,21,top,bottom,140,91,1774,good
46622521,3,22,top,bottom,459,80,1854,good
46622521,3,23,top,bottom,157,84,1938,good
46622521,3,24,top,bottom,13,91,2029,good
46622521,3,25,top,bottom,41,63,2092,good
46622521,3,26,top,bottom,4,73,2165,good
46622521,3,27,top,bottom,165,66,2231,good
46622521,3,28,top,bottom,26,69,2300,good
46622521,3,29,top,bottom,189,70,2370,good
46622521,3,30,top,bottom,8011,78,2448,good
46892613,1,1,none,right,3562,8,8,???
46892613,1,2,none,left,182,100,108,???
46892613,1,3,none,top,550,60,168,???
46892613,1,4,none,bottom,326,26,194,???
46892613,1,5,none,left,573,83,277,???
46892613,1,6,none,left,189,88,365,???
46892613,1,7,none,left,118,73,438,???
46892613,1,8,none,right,293,23,461,???
46892613,1,9,top,left,23,75,536,???
46892613,1,10,top,top,1608,35,571,???
46892613,1,11,top,bottom,267,24,595,???
46892613,1,12,top,left,476,86,681,???
46892613,1,13,top,left,547,93,774,???
46892613,1,14,top,left,65,90,864,???
46892613,1,15,top,left,6,86,950,???
46892613,1,16,top,left,6,96,1046,???
46892613,1,17,top,left,8,97,1143,???
46892613,1,18,top,left,71,99,1242,???
46892613,1,19,top,left,161,98,1340,???
46892613,1,20,top,left,101,89,1429,???
46892613,1,21,top,left,25,86,1515,???
46892613,1,22,top,left,123,99,1614,???
46892613,1,23,top,left,33,98,1712,???
46892613,1,24,top,left,114,90,1802,???
46892613,1,25,top,left,9,95,1897,???
46892613,1,26,top,left,144,87,1984,???
46892613,1,27,top,left,7,81,2065,???
46892613,1,28,top,left,124,82,2147,???
46892613,1,29,top,left,47,67,2214,???
46892613,1,30,top,left,121,80,2294,???
46892613,2,1,none,right,2,10,10,???
46892613,2,2,none,left,1453,4,14,???
46892613,2,3,none,top,691,84,98,???
46892613,2,4,none,bottom,392,25,123,???
46892613,2,5,none,top,342,81,204,???
46892613,2,6,none,top,30,99,303,???
46892613,2,7,none,top,8,90,393,???
46892613,2,8,none,top,108,90,483,???
46892613,2,9,none,top,130,79,562,???
46892613,2,10,none,top,125,87,649,???
46892613,2,11,none,top,75,87,736,???
46892613,2,12,none,top,84,97,833,???
46892613,2,13,none,top,80,97,930,???
46892613,2,14,none,top,8,84,1014,???
46892613,2,15,none,top,52,70,1084,???
46892613,2,16,none,top,584,95,1179,???
46892613,2,17,none,top,134,90,1269,???
46892613,2,18,none,top,111,82,1351,???
46892613,2,19,none,top,79,79,1430,???
46892613,2,20,none,top,117,74,1504,???
46892613,2,21,none,top,78,72,1576,???
46892613,2,22,none,top,181,74,1650,???
46892613,2,23,bottom,bottom,471,38,1688,???
46892613,2,24,bottom,top,1557,72,1760,???
46892613,2,25,bottom,top,83,66,1826,???
46892613,2,26,bottom,top,584,53,1879,???
46892613,2,27,bottom,top,54,64,1943,???
46892613,2,28,bottom,top,97,61,2004,???
46892613,2,29,bottom,top,6,51,2055,???
46892613,2,30,bottom,top,16725,42,2097,???
46892613,3,1,none,right,2,47,47,???
46892613,3,2,none,bottom,141,21,68,???
46892613,3,3,none,left,593,38,106,???
46892613,3,4,none,top,259,59,165,???
46892613,3,5,none,top,375,61,226,???
46892613,3,6,none,top,657,64,290,???
46892613,3,7,none,top,45,73,363,???
46892613,3,8,none,top,46,77,440,???
46892613,3,9,right,right,962,26,466,???
46892613,3,10,right,top,108,80,546,???
46892613,3,11,right,top,144,95,641,???
46892613,3,12,right,top,88,95,736,???
46892613,3,13,right,top,131,100,836,???
46892613,3,14,right,top,207,97,933,???
46892613,3,15,right,top,132,96,1029,???
46892613,3,16,right,top,117,86,1115,???
46892613,3,17,right,top,138,86,1201,???
46892613,3,18,right,top,9594,85,1286,???
46892613,3,19,right,top,178,96,1382,???
46892613,3,20,right,top,78,89,1471,???
46892613,3,21,right,top,98,87,1558,???
46892613,3,22,right,top,204,84,1642,???
46892613,3,23,right,top,26,86,1728,???
46892613,3,24,right,top,69,62,1790,???
46892613,3,25,right,top,67,74,1864,???
46892613,3,26,right,top,138,72,1936,???
46892613,3,27,right,top,141,51,1987,???
46892613,3,28,right,top,152,57,2044,???
46892613,3,29,right,top,25,53,2097,???
46892613,3,30,right,top,131,51,2148,???
47497670,1,1,none,left,2234,41,41,bad
47497670,1,2,none,right,1414,12,53,bad
47497670,1,3,none,bottom,940,83,136,bad
47497670,1,4,none,bottom,1316,91,227,bad
47497670,1,5,none,bottom,855,93,320,bad
47497670,1,6,none,bottom,1017,79,399,bad
47497670,1,7,none,bottom,648,68,467,bad
47497670,1,8,none,top,610,32,499,bad
47497670,1,9,none,right,1003,12,511,bad
47497670,1,10,none,left,714,44,555,bad
47497670,1,11,none,bottom,1118,75,630,bad
47497670,1,12,none,bottom,544,78,708,bad
47497670,1,13,right,bottom,967,68,776,bad
47497670,1,14,right,bottom,584,71,847,bad
47497670,1,15,right,bottom,539,88,935,bad
47497670,1,16,right,bottom,644,94,1029,bad
47497670,1,17,right,bottom,970,81,1110,bad
47497670,1,18,right,bottom,523,93,1203,bad
47497670,1,19,right,bottom,541,92,1295,bad
47497670,1,20,right,bottom,471,92,1387,bad
47497670,1,21,right,bottom,688,77,1464,bad
47497670,1,22,right,bottom,345,87,1551,bad
47497670,1,23,right,bottom,332,100,1651,bad
47497670,1,24,right,bottom,276,88,1739,bad
47497670,1,25,right,bottom,575,89,1828,bad
47497670,1,26,right,bottom,2244,89,1917,bad
47497670,1,27,right,bottom,325,89,2006,bad
47497670,1,28,right,bottom,451,79,2085,bad
47497670,1,29,right,bottom,726,98,2183,bad
47497670,1,30,right,bottom,813,85,2268,bad
47497670,2,1,none,bottom,0,68,68,bad
47497670,2,2,none,bottom,659,65,133,bad
47497670,2,3,none,top,766,29,162,bad
47497670,2,4,none,bottom,445,79,241,bad
47497670,2,5,none,bottom,591,93,334,bad
47497670,2,6,none,bottom,393,82,416,bad
47497670,2,7,none,bottom,315,91,507,bad
47497670,2,8,none,bottom,484,92,599,bad
47497670,2,9,none,bottom,323,84,683,bad
47497670,2,10,none,bottom,344,88,771,bad
47497670,2,11,none,bottom,493,81,852,bad
47497670,2,12,none,bottom,544,88,940,bad
47497670,2,13,right,bottom,4,92,1032,bad
47497670,2,14,right,bottom,335,82,1114,bad
47497670,2,15,right,bottom,277,88,1202,bad
47497670,2,16,right,bottom,161,78,1280,bad
47497670,2,17,right,bottom,261,64,1344,bad
47497670,2,18,right,bottom,291,66,1410,bad
47497670,2,19,right,bottom,375,59,1469,bad
47497670,2,20,right,bottom,658,61,1530,bad
47497670,2,21,right,bottom,316,79,1609,bad
47497670,2,22,right,bottom,418,82,1691,bad
47497670,2,23,right,bottom,393,83,1774,bad
47497670,2,24,right,bottom,797,76,1850,bad
47497670,2,25,right,bottom,660,53,1903,bad
47497670,2,26,right,bottom,297,74,1977,bad
47497670,2,27,right,bottom,425,60,2037,bad
47497670,2,28,right,bottom,304,54,2091,bad
47497670,2,29,right,bottom,204,60,2151,bad
47497670,2,30,right,bottom,845,52,2203,bad
47497670,3,1,none,bottom,0,22,22,bad
47497670,3,2,none,right,362,58,80,bad
47497670,3,3,none,left,308,62,142,bad
47497670,3,4,none,top,261,38,180,bad
47497670,3,5,none,left,706,68,248,bad
47497670,3,6,none,left,227,51,299,bad
47497670,3,7,none,left,225,67,366,bad
47497670,3,8,none,left,308,82,448,bad
47497670,3,9,none,left,427,78,526,bad
47497670,3,10,right,left,129,80,606,bad
47497670,3,11,right,left,462,90,696,bad
47497670,3,12,right,left,345,94,790,bad
47497670,3,13,right,left,102,96,886,bad
47497670,3,14,right,left,275,84,970,bad
47497670,3,15,right,left,306,89,1059,bad
47497670,3,16,right,left,473,83,1142,bad
47497670,3,17,right,left,731,87,1229,bad
47497670,3,18,right,left,669,70,1299,bad
47497670,3,19,right,left,303,61,1360,bad
47497670,3,20,right,left,314,55,1415,bad
47497670,3,21,right,left,487,64,1479,bad
47497670,3,22,right,left,443,60,1539,bad
47497670,3,23,right,left,363,40,1579,bad
47497670,3,24,right,left,38,69,1648,bad
47497670,3,25,right,left,36,47,1695,bad
47497670,3,26,right,left,789,35,1730,bad
47497670,3,27,right,left,491,37,1767,bad
47497670,3,28,right,top,1030,13,1780,bad
47497670,3,29,right,bottom,649,69,1849,bad
47497670,3,30,right,left,1157,33,1882,bad
47587126,1,1,none,top,1461,54,54,???
47587126,1,2,none,left,539,8,62,???
47587126,1,3,none,right,140,4,66,???
47587126,1,4,none,bottom,440,57,123,???
47587126,1,5,none,bottom,254,41,164,???
47587126,1,6,none,top,552,17,181,???
47587126,1,7,none,bottom,337,36,217,???
47587126,1,8,none,left,245,37,254,???
47587126,1,9,none,left,626,25,279,???
47587126,1,10,none,right,393,6,285,???
47587126,1,11,none,top,1,16,301,???
47587126,1,12,none,bottom,43,21,322,???
47587126,1,13,right,bottom,2148,30,352,???
47587126,1,14,right,right,234,7,359,???
47587126,1,15,right,left,1152,41,400,???
47587126,1,16,right,left,937,43,443,???
47587126,1,17,right,left,235,27,470,???
47587126,1,18,right,top,153,11,481,???
47587126,1,19,right,bottom,13,76,557,???
47587126,1,20,right,bottom,42,84,641,???
47587126,1,21,right,bottom,205,85,726,???
47587126,1,22,right,bottom,310,98,824,???
47587126,1,23,right,bottom,352,99,923,???
47587126,1,24,right,bottom,94,96,1019,???
47587126,1,25,right,bottom,132,93,1112,???
47587126,1,26,right,bottom,747,80,1192,???
47587126,1,27,right,bottom,318,82,1274,???
47587126,1,28,right,bottom,193,82,1356,???
47587126,1,29,right,bottom,154,69,1425,???
47587126,1,30,right,bottom,20,75,1500,???
47587126,2,1,none,left,0,70,70,???
47587126,2,2,none,top,294,24,94,???
47587126,2,3,none,right,503,77,171,???
47587126,2,4,none,bottom,224,99,270,???
47587126,2,5,none,bottom,553,96,366,???
47587126,2,6,none,bottom,235,90,456,???
47587126,2,7,none,bottom,3500,70,526,???
47587126,2,8,none,right,174,75,601,???
47587126,2,9,none,right,181,49,650,???
47587126,2,10,none,left,14,86,736,???
47587126,2,11,none,left,167,96,832,???
47587126,2,12,none,left,81,97,929,???
47587126,2,13,none,left,204,86,1015,???
47587126,2,14,none,left,74,90,1105,???
47587126,2,15,none,left,177,82,1187,???
47587126,2,16,none,left,124,91,1278,???
47587126,2,17,none,left,624,97,1375,???
47587126,2,18,none,left,242,93,1468,???
47587126,2,19,none,left,542,86,1554,???
47587126,2,20,none,left,3113,96,1650,???
47587126,2,21,none,left,1194,94,1744,???
47587126,2,22,none,left,1581,94,1838,???
47587126,2,23,right,left,237,100,1938,???
47587126,2,24,right,left,160,98,2036,???
47587126,2,25,right,left,239,84,2120,???
47587126,2,26,right,left,17,97,2217,???
47587126,2,27,right,left,276,81,2298,???
47587126,2,28,right,left,210,84,2382,???
47587126,2,29,right,left,409,67,2449,???
47587126,2,30,right,right,175,8,2457,???
47587126,3,1,none,left,0,86,86,???
47587126,3,2,none,left,194,81,167,???
47587126,3,3,none,left,88,69,236,???
47587126,3,4,none,left,208,61,297,???
47587126,3,5,none,top,247,44,341,???
47587126,3,6,none,bottom,4,89,430,???
47587126,3,7,none,bottom,59,90,520,???
47587126,3,8,none,bottom,177,97,617,???
47587126,3,9,none,bottom,44,79,696,???
47587126,3,10,top,bottom,126,73,769,???
47587126,3,11,top,bottom,163,52,821,???
47587126,3,12,top,left,124,63,884,???
47587126,3,13,top,right,249,38,922,???
47587126,3,14,top,left,81,53,975,???
47587126,3,15,top,bottom,154,52,1027,???
47587126,3,16,top,top,234,17,1044,???
47587126,3,17,top,bottom,42,30,1074,???
47587126,3,18,top,left,240,46,1120,???
47587126,3,19,top,left,189,43,1163,???
47587126,3,20,top,right,57,60,1223,???
47587126,3,21,top,right,30,58,1281,???
47587126,3,22,top,right,143,53,1334,???
47587126,3,23,top,right,180,52,1386,???
47587126,3,24,top,right,203,42,1428,???
47587126,3,25,top,bottom,45,20,1448,???
47587126,3,26,top,left,60,48,1496,???
47587126,3,27,top,left,112,46,1542,???
47587126,3,28,top,left,83,61,1603,???
47587126,3,29,top,left,36,71,1674,???
47587126,3,30,top,left,104,61,1735,???
47641156,1,1,none,top,1008,60,60,???
47641156,1,2,none,left,843,7,67,???
47641156,1,3,none,right,0,92,159,???
47641156,1,4,none,bottom,429,2,161,???
47641156,1,5,none,right,232,84,245,???
47641156,1,6,none,right,424,80,325,???
47641156,1,7,none,right,157,99,424,???
47641156,1,8,none,right,453,93,517,???
47641156,1,9,bottom,right,1062,94,611,???
47641156,1,10,bottom,right,15,96,707,???
47641156,1,11,bottom,right,203,88,795,???
47641156,1,12,bottom,right,32,94,889,???
47641156,1,13,bottom,right,450,95,984,???
47641156,1,14,bottom,right,378,86,1070,???
47641156,1,15,bottom,right,460,79,1149,???
47641156,1,16,bottom,right,440,67,1216,???
47641156,1,17,bottom,right,247,51,1267,???
47641156,1,18,bottom,right,36,41,1308,???
47641156,1,19,bottom,top,386,59,1367,???
47641156,1,20,bottom,top,220,56,1423,???
47641156,1,21,bottom,top,187,66,1489,???
47641156,1,22,bottom,top,85,45,1534,???
47641156,1,23,bottom,right,262,63,1597,???
47641156,1,24,bottom,right,361,52,1649,???
47641156,1,25,bottom,right,226,43,1692,???
47641156,1,26,bottom,bottom,350,19,1711,???
47641156,1,27,bottom,top,137,57,1768,???
47641156,1,28,bottom,top,501,69,1837,???
47641156,1,29,bottom,top,0,76,1913,???
47641156,1,30,bottom,top,37,68,1981,???
47641156,2,1,none,top,0,24,24,???
47641156,2,2,none,bottom,331,62,86,???
47641156,2,3,none,left,318,28,114,???
47641156,2,4,none,right,213,18,132,???
47641156,2,5,none,bottom,150,76,208,???
47641156,2,6,none,bottom,93,75,283,???
47641156,2,7,none,bottom,73,70,353,???
47641156,2,8,none,bottom,281,76,429,???
47641156,2,9,none,bottom,193,82,511,???
47641156,2,10,none,bottom,16,93,604,???
47641156,2,11,none,bottom,57,84,688,???
47641156,2,12,none,bottom,61,79,767,???
47641156,2,13,none,bottom,311,79,846,???
47641156,2,14,none,bottom,437,73,919,???
47641156,2,15,none,bottom,136,79,998,???
47641156,2,16,right,bottom,67,62,1060,???
47641156,2,17,right,bottom,157,49,1109,???
47641156,2,18,right,bottom,314,59,1168,???
47641156,2,19,right,bottom,164,51,1219,???
47641156,2,20,right,bottom,379,50,1269,???
47641156,2,21,right,bottom,58,46,1315,???
47641156,2,22,right,top,158,57,1372,???
47641156,2,23,right,top,448,48,1420,???
47641156,2,24,right,top,71,52,1472,???
47641156,2,25,right,top,158,56,1528,???
47641156,2,26,right,top,90,40,1568,???
47641156,2,27,right,bottom,313,44,1612,???
47641156,2,28,right,top,132,24,1636,???
47641156,2,29,right,bottom,156,34,1670,???
47641156,2,30,right,right,290,85,1755,???
47641156,3,1,none,left,0,50,50,???
47641156,3,3,none,top,249,20,140,???
47641156,3,5,none,right,251,12,164,???
47641156,3,7,none,bottom,362,54,272,???
47641156,3,9,none,bottom,104,45,317,???
47641156,3,11,none,bottom,0,55,472,???
47641156,3,13,none,bottom,345,38,510,???
47641156,3,15,none,left,57,47,595,???
47641156,3,17,none,left,78,60,762,???
47641156,3,19,none,left,318,54,816,???
47641156,3,21,none,left,16,66,1002,???
47641156,3,23,none,left,188,58,1060,???
47641156,3,25,none,left,96,51,1169,???
47641156,3,27,none,left,99,58,1278,???
47641156,3,29,none,left,183,58,1452,???
47655666,1,1,none,top,1242,61,61,good
47655666,1,2,none,right,771,57,118,good
47655666,1,3,none,bottom,94,20,138,good
47655666,1,4,none,left,461,12,150,good
47655666,1,5,none,top,348,65,215,good
47655666,1,6,none,top,268,63,278,good
47655666,1,7,none,right,287,69,347,good
47655666,1,8,none,right,142,37,384,good
47655666,1,9,none,top,134,33,417,good
47655666,1,10,none,left,278,39,456,good
47655666,1,11,none,bottom,191,74,530,good
47655666,1,12,none,bottom,86,70,600,good
47655666,1,13,none,bottom,124,69,669,good
47655666,1,14,none,bottom,69,73,742,good
47655666,1,15,none,bottom,29,66,808,good
47655666,1,16,none,bottom,62,46,854,good
47655666,1,17,none,top,111,41,895,good
47655666,1,18,bottom,right,349,53,948,good
47655666,1,19,bottom,left,285,55,1003,good
47655666,1,20,bottom,left,110,56,1059,good
47655666,1,21,bottom,bottom,517,38,1097,good
47655666,1,22,bottom,left,206,35,1132,good
47655666,1,23,bottom,right,46,35,1167,good
47655666,1,24,bottom,top,61,24,1191,good
47655666,1,25,bottom,bottom,102,53,1244,good
47655666,1,26,bottom,bottom,125,52,1296,good
47655666,1,27,bottom,bottom,166,65,1361,good
47655666,1,28,bottom,bottom,42,74,1435,good
47655666,1,29,bottom,bottom,191,87,1522,good
47655666,1,30,bottom,bottom,1710,81,1603,good
47655666,2,1,none,top,0,10,10,good
47655666,2,2,none,right,21,7,17,good
47655666,2,3,none,left,231,24,41,good
47655666,2,4,none,bottom,101,95,136,good
47655666,2,5,none,bottom,231,83,219,good
47655666,2,6,none,bottom,244,92,311,good
47655666,2,7,none,bottom,349,95,406,good
47655666,2,8,none,bottom,101,98,504,good
47655666,2,9,none,bottom,335,83,587,good
47655666,2,10,top,bottom,301,84,671,good
47655666,2,11,top,bottom,61,71,742,good
47655666,2,12,top,bottom,109,81,823,good
47655666,2,13,top,bottom,222,82,905,good
47655666,2,14,top,bottom,157,82,987,good
47655666,2,15,top,bottom,669,98,1085,good
47655666,2,16,top,bottom,133,87,1172,good
47655666,2,17,top,bottom,13,79,1251,good
47655666,2,18,top,bottom,174,82,1333,good
47655666,2,19,top,bottom,62,77,1410,good
47655666,2,20,top,bottom,20,74,1484,good
47655666,2,21,top,bottom,148,86,1570,good
47655666,2,22,top,bottom,13,77,1647,good
47655666,2,23,top,bottom,203,74,1721,good
47655666,2,24,top,bottom,269,84,1805,good
47655666,2,25,top,bottom,260,83,1888,good
47655666,2,26,top,bottom,45,99,1987,good
47655666,2,27,top,bottom,4,89,2076,good
47655666,2,28,top,bottom,158,82,2158,good
47655666,2,29,top,bottom,78,80,2238,good
47655666,2,30,top,bottom,44,83,2321,good
47655666,3,1,none,top,0,18,18,good
47655666,3,2,none,right,110,26,44,good
47655666,3,3,none,bottom,125,43,87,good
47655666,3,4,none,left,149,66,153,good
47655666,3,5,none,left,175,88,241,good
47655666,3,6,none,left,42,89,330,good
47655666,3,7,none,left,140,70,400,good
47655666,3,8,none,left,62,73,473,good
47655666,3,9,none,left,51,85,558,good
47655666,3,10,none,left,54,81,639,good
47655666,3,11,none,left,45,76,715,good
47655666,3,12,none,left,13,69,784,good
47655666,3,13,none,left,71,67,851,good
47655666,3,14,none,left,29,69,920,good
47655666,3,15,none,left,341,75,995,good
47655666,3,16,bottom,left,38,96,1091,good
47655666,3,17,bottom,left,109,92,1183,good
47655666,3,18,bottom,left,171,88,1271,good
47655666,3,19,bottom,left,69,93,1364,good
47655666,3,20,bottom,left,238,92,1456,good
47655666,3,21,bottom,left,372,89,1545,good
47655666,3,22,bottom,left,28,93,1638,good
47655666,3,23,bottom,left,4,86,1724,good
47655666,3,24,bottom,left,36,72,1796,good
47655666,3,25,bottom,left,86,85,1881,good
47655666,3,26,bottom,left,132,99,1980,good
47655666,3,27,bottom,left,52,85,2065,good
47655666,3,28,bottom,left,125,62,2127,good
47655666,3,29,bottom,left,236,60,2187,good
47655666,3,30,bottom,bottom,484,43,2230,good
47721523,1,1,none,top,1353,23,23,bad
47721523,1,2,none,left,323,43,66,bad
47721523,1,3,none,bottom,322,64,130,bad
47721523,1,4,none,right,335,74,204,bad
47721523,1,5,none,right,557,75,279,bad
47721523,1,6,none,bottom,420,64,343,bad
47721523,1,7,none,right,461,75,418,bad
47721523,1,8,none,right,1501,77,495,bad
47721523,1,9,none,right,605,95,590,bad
47721523,1,10,none,right,366,90,680,bad
47721523,1,11,none,right,308,90,770,bad
47721523,1,12,none,bottom,537,96,866,bad
47721523,1,13,none,bottom,304,78,944,bad
47721523,1,14,none,right,326,92,1036,bad
47721523,1,15,none,right,358,93,1129,bad
47721523,1,16,none,right,285,79,1208,bad
47721523,1,17,none,bottom,331,83,1291,bad
47721523,1,18,none,right,600,82,1373,bad
47721523,1,19,none,bottom,182,62,1435,bad
47721523,1,20,none,top,909,54,1489,bad
47721523,1,21,none,right,379,95,1584,bad
47721523,1,22,top,right,950,96,1680,bad
47721523,1,23,top,right,949,100,1780,bad
47721523,1,24,top,right,341,92,1872,bad
47721523,1,25,top,right,508,83,1955,bad
47721523,1,26,top,right,359,99,2054,bad
47721523,1,27,top,right,382,71,2125,bad
47721523,1,28,top,right,693,66,2191,bad
47721523,1,29,top,bottom,294,62,2253,bad
47721523,1,30,top,right,563,71,2324,bad
47721523,2,1,none,top,0,45,45,bad
47721523,2,2,none,bottom,341,37,82,bad
47721523,2,3,none,left,364,4,86,bad
47721523,2,4,none,right,320,72,158,bad
47721523,2,5,none,right,398,80,238,bad
47721523,2,6,none,right,431,74,312,bad
47721523,2,7,none,right,431,67,379,bad
47721523,2,8,none,right,491,64,443,bad
47721523,2,9,none,bottom,369,69,512,bad
47721523,2,10,none,right,797,81,593,bad
47721523,2,11,none,right,462,78,671,bad
47721523,2,12,none,right,387,80,751,bad
47721523,2,13,none,right,328,74,825,bad
47721523,2,14,bottom,top,1212,44,869,bad
47721523,2,15,bottom,right,259,72,941,bad
47721523,2,16,bottom,right,548,73,1014,bad
47721523,2,17,bottom,right,284,55,1069,bad
47721523,2,18,bottom,left,331,19,1088,bad
47721523,2,19,bottom,right,485,66,1154,bad
47721523,2,20,bottom,right,764,62,1216,bad
47721523,2,21,bottom,right,723,53,1269,bad
47721523,2,22,bottom,bottom,2046,81,1350,bad
47721523,2,23,bottom,bottom,532,68,1418,bad
47721523,2,24,bottom,right,435,53,1471,bad
47721523,2,25,bottom,bottom,241,59,1530,bad
47721523,2,26,bottom,bottom,462,49,1579,bad
47721523,2,27,bottom,right,692,68,1647,bad
47721523,2,28,bottom,right,699,62,1709,bad
47721523,2,29,bottom,right,785,67,1776,bad
47721523,2,30,bottom,right,1222,77,1853,bad
47721523,3,1,none,right,0,86,86,bad
47721523,3,2,none,right,862,94,180,bad
47721523,3,3,none,right,597,96,276,bad
47721523,3,4,none,right,541,93,369,bad
47721523,3,5,none,right,523,88,457,bad
47721523,3,6,none,right,455,94,551,bad
47721523,3,7,none,right,670,62,613,bad
47721523,3,8,none,bottom,597,42,655,bad
47721523,3,9,right,right,619,75,730,bad
47721523,3,10,right,left,596,49,779,bad
47721523,3,11,right,right,300,69,848,bad
47721523,3,12,right,right,588,70,918,bad
47721523,3,13,right,top,395,56,974,bad
47721523,3,14,right,right,177,75,1049,bad
47721523,3,15,right,right,894,83,1132,bad
47721523,3,16,right,right,1158,87,1219,bad
47721523,3,17,right,right,604,85,1304,bad
47721523,3,18,right,right,721,88,1392,bad
47721523,3,19,right,right,582,92,1484,bad
47721523,3,20,right,right,380,87,1571,bad
47721523,3,21,right,right,802,81,1652,bad
47721523,3,22,right,right,586,100,1752,bad
47721523,3,23,right,right,637,97,1849,bad
47721523,3,24,right,right,757,94,1943,bad
47721523,3,25,right,right,1700,100,2043,bad
47721523,3,26,right,right,992,88,2131,bad
47721523,3,27,right,right,1397,82,2213,bad
47721523,3,28,right,right,1324,92,2305,bad
47721523,3,29,right,right,765,78,2383,bad
47721523,3,30,right,right,921,83,2466,bad
47984495,1,1,none,left,4951,35,35,???
47984495,1,2,none,right,759,36,71,???
47984495,1,3,none,bottom,347,71,142,???
47984495,1,4,none,bottom,310,57,199,???
47984495,1,5,none,top,308,8,207,???
47984495,1,6,none,bottom,257,50,257,???
47984495,1,7,none,right,268,38,295,???
47984495,1,8,none,bottom,330,65,360,???
47984495,1,9,none,bottom,266,70,430,???
47984495,1,10,none,bottom,250,75,505,???
47984495,1,11,none,bottom,324,79,584,???
47984495,1,12,none,bottom,286,84,668,???
47984495,1,13,none,bottom,253,81,749,???
47984495,1,14,none,bottom,185,87,836,???
47984495,1,15,none,bottom,109,99,935,???
47984495,1,16,none,bottom,110,98,1033,???
47984495,1,17,none,bottom,240,91,1124,???
47984495,1,18,none,bottom,254,68,1192,???
47984495,1,19,none,bottom,266,79,1271,???
47984495,1,20,none,bottom,216,79,1350,???
47984495,1,21,none,bottom,233,71,1421,???
47984495,1,22,none,bottom,85,79,1500,???
47984495,1,23,top,bottom,406,78,1578,???
47984495,1,24,top,top,297,48,1626,???
47984495,1,25,top,bottom,313,88,1714,???
47984495,1,26,top,bottom,266,90,1804,???
47984495,1,27,top,bottom,199,79,1883,???
47984495,1,28,top,bottom,133,84,1967,???
47984495,1,29,top,bottom,73,71,2038,???
47984495,1,30,top,bottom,341,88,2126,???
47984495,2,1,none,bottom,0,36,36,???
47984495,2,2,none,top,317,48,84,???
47984495,2,3,none,right,29,67,151,???
47984495,2,4,none,left,29,65,216,???
47984495,2,5,none,right,234,63,279,???
47984495,2,6,none,right,58,50,329,???
47984495,2,7,none,left,59,91,420,???
47984495,2,8,none,left,196,92,512,???
47984495,2,9,none,left,235,99,611,???
47984495,2,10,bottom,left,182,100,711,???
47984495,2,11,bottom,left,248,97,808,???
47984495,2,12,bottom,left,218,90,898,???
47984495,2,13,bottom,left,311,83,981,???
47984495,2,14,bottom,left,211,80,1061,???
47984495,2,15,bottom,left,232,98,1159,???
47984495,2,16,bottom,left,289,92,1251,???
47984495,2,17,bottom,left,311,97,1348,???
47984495,2,18,bottom,left,263,91,1439,???
47984495,2,19,bottom,left,270,72,1511,???
47984495,2,20,bottom,left,283,87,1598,???
47984495,2,21,bottom,left,301,86,1684,???
47984495,2,22,bottom,left,283,96,1780,???
47984495,2,23,bottom,left,428,85,1865,???
47984495,2,24,bottom,left,313,97,1962,???
47984495,2,25,bottom,left,350,89,2051,???
47984495,2,26,bottom,left,404,68,2119,???
47984495,2,27,bottom,left,280,79,2198,???
47984495,2,28,bottom,bottom,222,18,2216,???
47984495,2,29,bottom,left,275,95,2311,???
47984495,2,30,bottom,left,451,77,2388,???
47984495,3,1,none,right,0,32,32,???
47984495,3,2,none,top,36,37,69,???
47984495,3,3,none,bottom,309,3,72,???
47984495,3,4,none,left,225,64,136,???
47984495,3,5,none,left,201,64,200,???
47984495,3,6,none,left,114,51,251,???
47984495,3,7,none,top,372,48,299,???
47984495,3,8,none,left,179,59,358,???
47984495,3,9,none,right,135,44,402,???
47984495,3,10,none,left,161,71,473,???
47984495,3,11,none,left,242,82,555,???
47984495,3,12,none,left,232,67,622,???
47984495,3,13,none,left,253,73,695,???
47984495,3,14,none,left,224,63,758,???
47984495,3,15,none,left,129,72,830,???
47984495,3,16,none,left,221,75,905,???
47984495,3,17,none,left,149,78,983,???
47984495,3,18,bottom,left,148,74,1057,???
47984495,3,19,bottom,bottom,180,51,1108,???
47984495,3,20,bottom,left,264,59,1167,???
47984495,3,21,bottom,top,157,8,1175,???
47984495,3,22,bottom,left,175,82,1257,???
47984495,3,23,bottom,left,192,77,1334,???
47984495,3,24,bottom,left,21,78,1412,???
47984495,3,25,bottom,left,128,81,1493,???
47984495,3,26,bottom,left,132,55,1548,???
47984495,3,27,bottom,left,243,42,1590,???
47984495,3,28,bottom,bottom,288,47,1637,???
47984495,3,29,bottom,right,223,32,1669,???
47984495,3,30,bottom,left,328,67,1736,???
48771843,1,1,none,left,1592,26,26,???
48771843,1,2,none,bottom,519,54,80,???
48771843,1,3,none,top,283,20,100,???
48771843,1,4,none,left,13,14,114,???
48771843,1,5,none,right,373,91,205,???
48771843,1,6,none,top,845,44,249,???
48771843,1,7,none,right,524,97,346,???
48771843,1,8,none,left,564,11,357,???
48771843,1,9,none,right,373,82,439,???
48771843,1,10,none,right,324,82,521,???
