ID,block,trial,whichFilled,choice,responseTime,pointsWon,blockWinnings,tagText
31106811,2,17,bottom,top,1903,90,1260,???
31106811,2,18,bottom,top,129,87,1347,???
31106811,2,19,bottom,top,565,81,1428,???
31106811,2,20,bottom,top,264,73,1501,???
31106811,2,21,bottom,top,234,86,1587,???
31106811,2,22,bottom,top,2166,82,1669,???
31106811,2,23,bottom,top,982,82,1751,???
31106811,2,24,bottom,top,32,85,1836,???
31106811,2,25,bottom,top,986,97,1933,???
31106811,2,26,bottom,top,251,91,2024,???
31106811,2,27,bottom,top,174,90,2114,???
31106811,2,28,bottom,top,1720,92,2206,???
31106811,2,29,bottom,top,888,95,2301,???
31106811,2,30,bottom,bottom,8398,74,2375,???
31106811,3,1,none,top,0,72,72,???
31106811,3,2,none,right,2237,9,81,???
31106811,3,3,none,bottom,1897,69,150,???
31106811,3,4,none,left,2830,70,220,???
31106811,3,5,none,top,4850,79,299,???
31106811,3,6,none,bottom,3591,78,377,???
31106811,3,7,none,left,4370,60,437,???
31106811,3,8,none,top,4009,92,529,???
31106811,3,9,none,top,408,95,624,???
31106811,3,10,none,top,1666,98,722,???
31106811,3,11,none,top,20,94,816,???
31106811,3,12,none,top,490,93,909,???
31106811,3,13,none,top,416,98,1007,???
31106811,3,14,bottom,top,70,94,1101,???
31106811,3,15,bottom,bottom,1440,68,1169,???
31106811,3,16,bottom,top,185,76,1245,???
31106811,3,17,bottom,top,240,77,1322,???
31106811,3,18,bottom,left,752,49,1371,???
31106811,3,19,bottom,bottom,1364,69,1440,???
31106811,3,20,bottom,bottom,384,69,1509,???
31106811,3,21,bottom,top,963,88,1597,???
31106811,3,22,bottom,top,189,82,1679,???
31106811,3,23,bottom,top,1076,78,1757,???
31106811,3,24,bottom,top,572,82,1839,???
31106811,3,25,bottom,top,447,74,1913,???
31106811,3,26,bottom,top,490,86,1999,???
31106811,3,27,bottom,top,408,80,2079,???
31106811,3,28,bottom,top,220,78,2157,???
31106811,3,29,bottom,top,396,71,2228,???
31106811,3,30,bottom,bottom,2135,76,2304,???
31400722,1,1,none,right,2909,98,98,???
31400722,1,2,none,top,1064,64,162,???
31400722,1,3,none,bottom,557,47,209,???
31400722,1,4,none,right,604,97,306,???
31400722,1,5,none,right,332,87,393,???
31400722,1,6,none,right,316,89,482,???
31400722,1,7,none,right,222,97,579,???
31400722,1,8,none,right,236,88,667,???
31400722,1,9,none,right,413,96,763,???
31400722,1,10,none,right,254,92,855,???
31400722,1,11,none,right,283,80,935,???
31400722,1,12,none,right,157,87,1022,???
31400722,1,13,none,right,284,83,1105,???
31400722,1,14,none,right,205,80,1185,???
31400722,1,15,none,right,236,76,1261,???
31400722,1,16,none,right,415,89,1350,???
31400722,1,17,none,right,586,97,1447,???
31400722,1,18,bottom,bottom,1658,29,1476,???
31400722,1,19,bottom,right,477,88,1564,???
31400722,1,20,bottom,right,300,70,1634,???
31400722,1,21,bottom,right,191516,68,1702,???
31400722,1,22,bottom,right,284,80,1782,???
31400722,1,23,bottom,right,285,84,1866,???
31400722,1,24,bottom,right,383,84,1950,???
31400722,1,25,bottom,right,251,83,2033,???
31400722,1,26,bottom,right,253,96,2129,???
31400722,1,27,bottom,right,247,93,2222,???
31400722,1,28,bottom,right,252,81,2303,???
31400722,1,29,bottom,right,331,82,2385,???
31400722,1,30,bottom,right,333,82,2467,???
31400722,2,1,none,right,0,82,82,???
31400722,2,2,none,right,270,86,168,???
31400722,2,3,none,right,215,96,264,???
31400722,2,4,none,right,157,78,342,???
31400722,2,5,none,right,1024655,76,418,???
31400722,2,6,none,right,413,75,493,???
31400722,2,7,none,right,3324,94,587,???
31400722,2,8,none,right,299,94,681,???
31400722,2,9,none,right,300,95,776,???
31400722,2,10,none,right,93,92,868,???
31400722,2,11,none,right,300,93,961,???
31400722,2,12,none,right,299,92,1053,???
31400722,2,13,none,right,27,98,1151,???
31400722,2,14,none,right,299,93,1244,???
31400722,2,15,none,right,270,86,1330,???
31400722,2,16,none,right,621,96,1426,???
31400722,2,17,none,right,380,93,1519,???
31400722,2,18,none,right,331,98,1617,???
31400722,2,19,none,right,189,96,1713,???
31400722,2,20,none,right,299,91,1804,???
31400722,2,21,none,right,283,94,1898,???
31400722,2,22,bottom,bottom,1241,3,1901,???
31400722,2,23,bottom,right,231,93,1994,???
31400722,2,24,bottom,right,408,95,2089,???
31400722,2,25,bottom,right,249,89,2178,???
31400722,2,26,bottom,right,249,76,2254,???
31400722,2,27,bottom,right,201,61,2315,???
31400722,2,28,bottom,top,40,70,2385,???
31400722,2,29,bottom,bottom,297,16,2401,???
31400722,2,30,bottom,top,476,62,2463,???
31400722,3,1,none,right,0,95,95,???
31400722,3,2,none,right,108,75,170,???
31400722,3,3,none,right,237,65,235,???
31400722,3,4,none,right,57,79,314,???
31400722,3,5,none,right,157,88,402,???
31400722,3,6,none,right,281,92,494,???
31400722,3,7,none,right,330,93,587,???
31400722,3,8,none,right,27,84,671,???
31400722,3,9,none,right,253,100,771,???
31400722,3,10,none,right,236,86,857,???
31400722,3,11,none,right,284,75,932,???
31400722,3,12,none,right,380,96,1028,???
31400722,3,13,none,right,268,92,1120,???
31400722,3,14,bottom,right,108,78,1198,???
31400722,3,15,bottom,right,148,91,1289,???
31400722,3,16,bottom,right,42,80,1369,???
31400722,3,17,bottom,right,426,77,1446,???
31400722,3,18,bottom,right,521,77,1523,???
31400722,3,19,bottom,right,330,64,1587,???
31400722,3,20,bottom,right,216,48,1635,???
31400722,3,21,bottom,bottom,584,50,1685,???
31400722,3,22,bottom,left,233,23,1708,???
31400722,3,23,bottom,top,360,99,1807,???
31400722,3,24,bottom,top,234,73,1880,???
31400722,3,25,bottom,top,25,95,1975,???
31400722,3,26,bottom,top,170,94,2069,???
31400722,3,27,bottom,top,154,92,2161,???
31400722,3,28,bottom,top,249,77,2238,???
31400722,3,29,bottom,top,473,77,2315,???
31400722,3,30,bottom,top,441,62,2377,???
31811711,1,1,none,left,5729,56,56,bad
31811711,1,2,none,top,764,92,148,bad
31811711,1,3,none,top,527,88,236,bad
31811711,1,4,none,top,269,76,312,bad
31811711,1,5,none,top,288,67,379,bad
31811711,1,6,none,right,294,32,411,bad
31811711,1,7,none,bottom,239,89,500,bad
31811711,1,8,none,bottom,262,85,585,bad
31811711,1,9,none,bottom,502,100,685,bad
31811711,1,10,none,bottom,271,97,782,bad
31811711,1,11,none,bottom,232,96,878,bad
31811711,1,12,right,bottom,556,90,968,bad
31811711,1,13,right,bottom,235,95,1063,bad
31811711,1,14,right,bottom,238,90,1153,bad
31811711,1,15,right,bottom,156,94,1247,bad
31811711,1,16,right,bottom,270,76,1323,bad
31811711,1,17,right,bottom,237,81,1404,bad
31811711,1,18,right,bottom,221,75,1479,bad
31811711,1,19,right,bottom,262,82,1561,bad
31811711,1,20,right,bottom,263,79,1640,bad
31811711,1,21,right,bottom,342,96,1736,bad
31811711,1,22,right,bottom,285,87,1823,bad
31811711,1,23,right,bottom,91,96,1919,bad
31811711,1,24,right,bottom,259,92,2011,bad
31811711,1,25,right,bottom,302,98,2109,bad
31811711,1,26,right,bottom,348,91,2200,bad
31811711,1,27,right,bottom,894,83,2283,bad
31811711,1,28,right,bottom,397,81,2364,bad
31811711,1,29,right,bottom,974,77,2441,bad
31811711,1,30,right,bottom,590,79,2520,bad
31811711,2,1,none,bottom,0,31,31,bad
31811711,2,2,none,left,269,85,116,bad
31811711,2,3,none,top,289,30,146,bad
31811711,2,4,none,right,269,57,203,bad
31811711,2,5,none,left,264,83,286,bad
31811711,2,6,none,left,230,83,369,bad
31811711,2,7,none,left,254,92,461,bad
31811711,2,8,none,left,177,93,554,bad
31811711,2,9,none,left,303,100,654,bad
31811711,2,10,top,left,2654,89,743,bad
31811711,2,11,top,left,269,84,827,bad
31811711,2,12,top,left,285,89,916,bad
31811711,2,13,top,left,245,95,1011,bad
31811711,2,14,top,left,261,91,1102,bad
31811711,2,15,top,left,157,95,1197,bad
31811711,2,16,top,left,197,83,1280,bad
31811711,2,17,top,left,493,68,1348,bad
31811711,2,18,top,left,254,82,1430,bad
31811711,2,19,top,left,405,71,1501,bad
31811711,2,20,top,left,302,94,1595,bad
31811711,2,21,top,left,342,90,1685,bad
31811711,2,22,top,left,261,88,1773,bad
31811711,2,23,top,left,287,95,1868,bad
31811711,2,24,top,left,269,95,1963,bad
31811711,2,25,top,left,342,94,2057,bad
31811711,2,26,top,left,5,88,2145,bad
31811711,2,27,top,left,382,88,2233,bad
31811711,2,28,top,left,469,77,2310,bad
31811711,2,29,top,left,276,77,2387,bad
31811711,2,30,top,left,309,67,2454,bad
31811711,3,1,none,left,0,76,76,bad
31811711,3,2,none,top,222,67,143,bad
31811711,3,3,none,right,246,2,145,bad
31811711,3,4,none,bottom,262,30,175,bad
31811711,3,5,none,left,237,83,258,bad
31811711,3,6,none,left,254,83,341,bad
31811711,3,7,none,left,230,84,425,bad
31811711,3,8,none,left,215,77,502,bad
31811711,3,9,none,left,262,73,575,bad
31811711,3,10,none,left,216,78,653,bad
31811711,3,11,none,top,142,64,717,bad
31811711,3,12,none,left,21,80,797,bad
31811711,3,13,right,left,15,79,876,bad
31811711,3,14,right,left,88631,84,960,bad
31811711,3,15,right,left,253,91,1051,bad
31811711,3,16,right,left,232,87,1138,bad
31811711,3,17,right,left,221,82,1220,bad
31811711,3,18,right,left,230,96,1316,bad
31811711,3,19,right,left,268,91,1407,bad
31811711,3,20,right,left,285,91,1498,bad
31811711,3,21,right,left,926,91,1589,bad
31811711,3,22,right,left,518,85,1674,bad
31811711,3,23,right,left,917,77,1751,bad
31811711,3,24,right,left,261,92,1843,bad
31811711,3,25,right,left,2261,82,1925,bad
31811711,3,26,right,left,269,81,2006,bad
31811711,3,27,right,left,285,97,2103,bad
31811711,3,28,right,left,278,95,2198,bad
31811711,3,29,right,left,334,93,2291,bad
31811711,3,30,right,left,284,89,2380,bad
33041691,1,1,none,right,2021,10,10,good
33041691,1,2,none,left,2876,23,33,good
33041691,1,3,none,top,2092,57,90,good
33041691,1,4,none,bottom,297,39,129,good
33041691,1,5,none,top,241,48,177,good
33041691,1,6,none,top,319,50,227,good
33041691,1,7,none,top,858,52,279,good
33041691,1,8,none,top,144,47,326,good
33041691,1,9,none,top,309,46,372,good
33041691,1,10,none,top,300,42,414,good
33041691,1,11,none,top,101,67,481,good
33041691,1,12,bottom,bottom,1224,94,575,good
33041691,1,13,bottom,bottom,340,83,658,good
33041691,1,14,bottom,bottom,894,100,758,good
33041691,1,15,bottom,bottom,231,90,848,good
33041691,1,16,bottom,bottom,32,76,924,good
33041691,1,17,bottom,bottom,383,81,1005,good
33041691,1,18,bottom,bottom,34,87,1092,good
33041691,1,19,bottom,bottom,353,77,1169,good
33041691,1,20,bottom,bottom,92,82,1251,good
33041691,1,21,bottom,bottom,92,90,1341,good
33041691,1,22,bottom,bottom,205,93,1434,good
33041691,1,23,bottom,bottom,337,96,1530,good
33041691,1,24,bottom,bottom,124,92,1622,good
33041691,1,25,bottom,bottom,441,93,1715,good
33041691,1,26,bottom,bottom,365,92,1807,good
33041691,1,27,bottom,bottom,422,74,1881,good
33041691,1,28,bottom,bottom,373,64,1945,good
33041691,1,29,bottom,bottom,190,65,2010,good
33041691,1,30,bottom,bottom,1107,80,2090,good
33041691,2,1,none,bottom,0,71,71,good
33041691,2,2,none,left,212,33,104,good
33041691,2,3,none,right,72,51,155,good
33041691,2,4,none,top,410,36,191,good
33041691,2,5,none,bottom,140,70,261,good
33041691,2,6,none,bottom,25,79,340,good
33041691,2,7,none,bottom,158,97,437,good
33041691,2,8,none,bottom,198,76,513,good
33041691,2,9,top,bottom,340,73,586,good
33041691,2,10,top,top,261,55,641,good
33041691,2,11,top,top,638,76,717,good
33041691,2,12,top,top,217,78,795,good
33041691,2,13,top,top,188,84,879,good
33041691,2,14,top,top,184,83,962,good
33041691,2,15,top,top,189,91,1053,good
33041691,2,16,top,top,125,89,1142,good
33041691,2,17,top,top,328,93,1235,good
33041691,2,18,top,top,24,95,1330,good
33041691,2,19,top,top,585,97,1427,good
33041691,2,20,top,top,116,85,1512,good
33041691,2,21,top,top,365,89,1601,good
33041691,2,22,top,top,287,88,1689,good
33041691,2,23,top,top,206,85,1774,good
33041691,2,24,top,top,423,99,1873,good
33041691,2,25,top,top,798,94,1967,good
33041691,2,26,top,top,633,97,2064,good
33041691,2,27,top,top,429,91,2155,good
33041691,2,28,top,top,217,85,2240,good
33041691,2,29,top,top,494,94,2334,good
33041691,2,30,top,top,170,98,2432,good
33041691,3,1,none,left,0,11,11,good
33041691,3,2,none,right,427,45,56,good
33041691,3,3,none,bottom,18,63,119,good
33041691,3,4,none,top,227,96,215,good
33041691,3,5,none,top,295,97,312,good
33041691,3,6,none,top,645,92,404,good
33041691,3,7,none,top,80,91,495,good
33041691,3,8,none,top,372,96,591,good
33041691,3,9,none,top,171,96,687,good
33041691,3,10,none,top,160,81,768,good
33041691,3,11,none,top,52,93,861,good
33041691,3,12,none,top,110,92,953,good
33041691,3,13,none,top,467,90,1043,good
33041691,3,14,none,top,307,96,1139,good
33041691,3,15,none,top,39,97,1236,good
33041691,3,16,none,top,47,93,1329,good
33041691,3,17,none,top,82,82,1411,good
33041691,3,18,bottom,bottom,363,6,1417,good
33041691,3,19,bottom,bottom,335,4,1421,good
33041691,3,20,bottom,top,47,76,1497,good
33041691,3,21,bottom,top,96,83,1580,good
33041691,3,22,bottom,top,234,84,1664,good
33041691,3,23,bottom,top,158,78,1742,good
33041691,3,24,bottom,top,131,82,1824,good
33041691,3,25,bottom,top,229,95,1919,good
33041691,3,26,bottom,top,334,88,2007,good
33041691,3,27,bottom,top,67,93,2100,good
33041691,3,28,bottom,top,591,79,2179,good
33041691,3,29,bottom,top,119,77,2256,good
33041691,3,30,bottom,top,313,85,2341,good
33217101,1,1,none,right,6740,61,61,???
33217101,1,2,none,bottom,471,40,101,???
33217101,1,3,none,right,212,63,164,???
33217101,1,4,none,top,287,49,213,???
33217101,1,5,none,left,58,42,255,???
33217101,1,6,none,right,438,73,328,???
33217101,1,7,none,right,217,75,403,???
33217101,1,8,none,right,188,79,482,???
33217101,1,9,none,right,110,92,574,???
33217101,1,10,none,right,258,89,663,???
33217101,1,11,none,right,174,94,757,???
33217101,1,12,none,right,517,82,839,???
33217101,1,13,none,right,262,86,925,???
33217101,1,14,none,right,105,95,1020,???
33217101,1,15,none,right,267,91,1111,???
33217101,1,16,none,right,247,92,1203,???
33217101,1,17,none,right,69,87,1290,???
33217101,1,18,none,right,86,89,1379,???
33217101,1,19,none,right,750,85,1464,???
33217101,1,20,top,right,334,63,1527,???
33217101,1,21,top,top,220,3,1530,???
33217101,1,22,top,right,837,65,1595,???
33217101,1,23,top,bottom,229,40,1635,???
33217101,1,24,top,left,24,28,1663,???
33217101,1,25,top,right,263,73,1736,???
33217101,1,26,top,right,55,65,1801,???
33217101,1,27,top,right,162,71,1872,???
33217101,1,28,top,right,252,75,1947,???
33217101,1,29,top,right,245,71,2018,???
33217101,1,30,top,right,118,85,2103,???
33217101,2,1,none,top,0,13,13,???
33217101,2,2,none,left,351,28,41,???
33217101,2,3,none,right,138,58,99,???
33217101,2,4,none,bottom,281,94,193,???
33217101,2,5,none,bottom,205,98,291,???
33217101,2,6,none,bottom,309,94,385,???
33217101,2,7,none,bottom,124,95,480,???
33217101,2,8,none,bottom,229,91,571,???
33217101,2,9,none,bottom,184,95,666,???
33217101,2,10,right,bottom,122,93,759,???
33217101,2,11,right,bottom,132,100,859,???
33217101,2,12,right,bottom,48,85,944,???
33217101,2,13,right,bottom,135,88,1032,???
33217101,2,14,right,bottom,150,96,1128,???
33217101,2,15,right,bottom,34,83,1211,???
33217101,2,16,right,bottom,65,92,1303,???
33217101,2,17,right,bottom,40,93,1396,???
33217101,2,18,right,bottom,48,85,1481,???
33217101,2,19,right,bottom,105,91,1572,???
33217101,2,20,right,bottom,30,71,1643,???
33217101,2,21,right,right,371,78,1721,???
33217101,2,22,right,right,49,87,1808,???
33217101,2,23,right,right,124,88,1896,???
33217101,2,24,right,right,119,81,1977,???
33217101,2,25,right,right,49,89,2066,???
33217101,2,26,right,right,244,79,2145,???
33217101,2,27,right,right,44,75,2220,???
33217101,2,28,right,bottom,81,66,2286,???
33217101,2,29,right,top,62,57,2343,???
33217101,2,30,right,right,82,85,2428,???
33217101,3,1,none,right,0,60,60,???
33217101,3,2,none,top,348,54,114,???
33217101,3,3,none,left,504,40,154,???
33217101,3,4,none,bottom,33,35,189,???
33217101,3,5,none,right,261,69,258,???
33217101,3,6,none,right,147,49,307,???
33217101,3,7,none,right,262,61,368,???
33217101,3,8,none,right,89,49,417,???
33217101,3,9,none,top,43,71,488,???
33217101,3,10,none,top,59,65,553,???
33217101,3,11,none,top,155,87,640,???
33217101,3,12,none,top,102,73,713,???
33217101,3,13,none,top,189,68,781,???
33217101,3,14,none,top,96,71,852,???
33217101,3,15,none,top,127,95,947,???
33217101,3,16,none,top,115,95,1042,???
33217101,3,17,none,top,129,89,1131,???
33217101,3,18,none,top,115,64,1195,???
33217101,3,19,none,right,1933,31,1226,???
33217101,3,20,none,left,67,44,1270,???
33217101,3,21,bottom,bottom,47,80,1350,???
33217101,3,22,bottom,bottom,109,100,1450,???
33217101,3,23,bottom,bottom,192,89,1539,???
33217101,3,24,bottom,bottom,98,80,1619,???
33217101,3,25,bottom,bottom,76,75,1694,???
33217101,3,26,bottom,bottom,96,68,1762,???
33217101,3,27,bottom,bottom,182,44,1806,???
33217101,3,28,bottom,top,1966,47,1853,???
33217101,3,29,bottom,right,169,29,1882,???
33217101,3,30,bottom,left,171,48,1930,???
34070943,1,1,none,right,25131,38,38,good
34070943,1,2,none,top,1022,95,133,good
34070943,1,3,none,top,1231,97,230,good
34070943,1,4,none,top,1170,95,325,good
34070943,1,5,none,top,1158,90,415,good
34070943,1,6,none,top,1568,84,499,good
34070943,1,7,none,left,1147,30,529,good
34070943,1,8,none,top,574,75,604,good
34070943,1,9,none,top,2178,76,680,good
34070943,1,10,none,bottom,1838,18,698,good
34070943,1,11,none,top,99,75,773,good
34070943,1,12,none,top,1221,67,840,good
34070943,1,13,none,top,1453,75,915,good
34070943,1,14,none,top,1407,78,993,good
34070943,1,15,none,top,678,69,1062,good
34070943,1,16,none,top,1114,73,1135,good
34070943,1,17,none,top,2181,85,1220,good
34070943,1,18,none,top,582,68,1288,good
34070943,1,19,none,top,1200,62,1350,good
34070943,1,20,right,right,588,22,1372,good
34070943,1,21,right,top,247,76,1448,good
34070943,1,22,right,left,514,14,1462,good
34070943,1,23,right,top,1743,60,1522,good
34070943,1,24,right,top,261,71,1593,good
34070943,1,25,right,top,1309,61,1654,good
34070943,1,26,right,top,860,60,1714,good
34070943,1,27,right,top,200,49,1763,good
34070943,1,28,right,top,2215,53,1816,good
34070943,1,29,right,top,885,59,1875,good
34070943,1,30,right,top,1232,82,1957,good
34070943,2,1,none,left,0,25,25,good
34070943,2,2,none,top,576,15,40,good
34070943,2,3,none,bottom,471,80,120,good
34070943,2,4,none,bottom,1181,75,195,good
34070943,2,5,none,bottom,1076,79,274,good
34070943,2,6,none,right,1157,36,310,good
34070943,2,7,none,bottom,1227,70,380,good
34070943,2,8,none,bottom,3229,86,466,good
34070943,2,9,none,bottom,1207,90,556,good
34070943,2,10,none,bottom,937,97,653,good
34070943,2,11,none,bottom,2282,95,748,good
34070943,2,12,none,bottom,1682,84,832,good
34070943,2,13,none,bottom,1118,93,925,good
34070943,2,14,none,bottom,1365,92,1017,good
34070943,2,15,none,bottom,988,86,1103,good
34070943,2,16,none,bottom,12,85,1188,good
34070943,2,17,none,bottom,339,81,1269,good
34070943,2,18,top,bottom,1465,87,1356,good
34070943,2,19,top,bottom,442,60,1416,good
34070943,2,20,top,bottom,849,69,1485,good
34070943,2,21,top,bottom,741,73,1558,good
34070943,2,22,top,bottom,1260,66,1624,good
34070943,2,23,top,bottom,170,56,1680,good
34070943,2,24,top,bottom,515,44,1724,good
34070943,2,25,top,bottom,500,51,1775,good
34070943,2,26,top,bottom,1989,49,1824,good
34070943,2,27,top,bottom,510,58,1882,good
34070943,2,28,top,bottom,1632,56,1938,good
34070943,2,29,top,bottom,1572,69,2007,good
34070943,2,30,top,bottom,320,60,2067,good
34070943,3,1,none,top,0,88,88,good
34070943,3,2,none,top,561,74,162,good
34070943,3,3,none,top,475,65,227,good
34070943,3,4,none,top,840,78,305,good
34070943,3,5,none,top,1151,77,382,good
34070943,3,6,none,top,1501,76,458,good
34070943,3,7,none,top,488,61,519,good
34070943,3,8,none,top,442,57,576,good
34070943,3,9,none,top,1043,53,629,good
34070943,3,10,none,top,805,41,670,good
34070943,3,11,none,top,246,54,724,good
34070943,3,12,none,top,16,57,781,good
34070943,3,13,right,top,646,57,838,good
34070943,3,14,right,top,881,57,895,good
34070943,3,15,right,top,1232,55,950,good
34070943,3,16,right,right,635,27,977,good
34070943,3,17,right,top,658,61,1038,good
34070943,3,18,right,top,815,53,1091,good
34070943,3,19,right,top,1326,59,1150,good
34070943,3,20,right,top,1412,52,1202,good
34070943,3,21,right,top,147,47,1249,good
34070943,3,22,right,top,707,64,1313,good
34070943,3,23,right,top,662,58,1371,good
34070943,3,24,right,top,1870,75,1446,good
34070943,3,25,right,top,1033,83,1529,good
34070943,3,26,right,top,2138,78,1607,good
34070943,3,27,right,top,1684,85,1692,good
34070943,3,28,right,top,796,82,1774,good
34070943,3,29,right,top,268,91,1865,good
34070943,3,30,right,top,539,87,1952,good
35996007,1,1,none,top,29434,49,49,good
35996007,1,2,none,right,1465,14,63,good
35996007,1,3,none,left,494,17,80,good
35996007,1,4,none,top,470,59,139,good
35996007,1,5,none,top,1055,61,200,good
35996007,1,6,none,top,822,60,260,good
35996007,1,7,none,top,637,57,317,good
35996007,1,8,none,bottom,1768,27,344,good
35996007,1,9,none,top,485,68,412,good
35996007,1,10,none,top,552,79,491,good
35996007,1,11,none,top,497,69,560,good
35996007,1,12,none,top,403,60,620,good
35996007,1,13,none,top,404,57,677,good
35996007,1,14,none,top,473,51,728,good
35996007,1,15,none,top,392,50,778,good
35996007,1,16,none,top,428,65,843,good
35996007,1,17,none,top,556,70,913,good
35996007,1,18,none,top,318,77,990,good
35996007,1,19,none,top,421,80,1070,good
35996007,1,20,none,top,465,81,1151,good
35996007,1,21,bottom,bottom,5541,55,1206,good
35996007,1,22,bottom,top,1335,91,1297,good
35996007,1,23,bottom,top,472,74,1371,good
35996007,1,24,bottom,top,572,83,1454,good
35996007,1,25,bottom,top,566,65,1519,good
35996007,1,26,bottom,top,488,74,1593,good
35996007,1,27,bottom,top,413,75,1668,good
35996007,1,28,bottom,top,539,66,1734,good
35996007,1,29,bottom,top,513,72,1806,good
35996007,1,30,bottom,top,859,63,1869,good
35996007,2,1,none,bottom,0,52,52,good
35996007,2,2,none,right,319,100,152,good
35996007,2,3,none,right,342,87,239,good
35996007,2,4,none,right,677,97,336,good
35996007,2,5,none,right,546,97,433,good
35996007,2,6,none,right,421,96,529,good
35996007,2,7,none,right,423,97,626,good
35996007,2,8,none,right,375,94,720,good
35996007,2,9,none,right,327,82,802,good
35996007,2,10,none,right,694,78,880,good
35996007,2,11,none,right,559,89,969,good
35996007,2,12,top,right,623,95,1064,good
35996007,2,13,top,right,429,93,1157,good
35996007,2,14,top,right,453,87,1244,good
35996007,2,15,top,right,348,80,1324,good
35996007,2,16,top,right,385,84,1408,good
35996007,2,17,top,right,491,68,1476,good
35996007,2,18,top,right,335,85,1561,good
35996007,2,19,top,right,1139,86,1647,good
35996007,2,20,top,right,629,100,1747,good
35996007,2,21,top,right,437,91,1838,good
35996007,2,22,top,right,429,93,1931,good
35996007,2,23,top,right,442,95,2026,good
35996007,2,24,top,right,745,93,2119,good
35996007,2,25,top,right,564,90,2209,good
35996007,2,26,top,right,332,76,2285,good
35996007,2,27,top,right,541,69,2354,good
35996007,2,28,top,right,505,78,2432,good
35996007,2,29,top,right,427,86,2518,good
35996007,2,30,top,right,572,74,2592,good
35996007,3,1,none,left,0,12,12,good
35996007,3,2,none,right,1638,31,43,good
35996007,3,3,none,top,353,3,46,good
35996007,3,4,none,bottom,942,70,116,good
35996007,3,5,none,bottom,412,88,204,good
35996007,3,6,none,bottom,429,84,288,good
35996007,3,7,none,bottom,570,85,373,good
35996007,3,8,none,bottom,572,86,459,good
35996007,3,9,right,bottom,555,73,532,good
35996007,3,10,right,bottom,673,67,599,good
35996007,3,11,right,bottom,346,81,680,good
35996007,3,12,right,bottom,796,83,763,good
35996007,3,13,right,bottom,485,61,824,good
35996007,3,14,right,bottom,312,46,870,good
35996007,3,15,right,right,622,9,879,good
35996007,3,16,right,bottom,247,30,909,good
35996007,3,17,right,left,486,33,942,good
35996007,3,18,right,top,396,83,1025,good
35996007,3,19,right,top,471,66,1091,good
35996007,3,20,right,top,472,63,1154,good
35996007,3,21,right,top,420,72,1226,good
35996007,3,22,right,top,443,69,1295,good
35996007,3,23,right,top,243,69,1364,good
35996007,3,24,right,top,454,76,1440,good
35996007,3,25,right,top,422,78,1518,good
35996007,3,26,right,top,358,72,1590,good
35996007,3,27,right,top,463,46,1636,good
35996007,3,28,right,bottom,2663,37,1673,good
35996007,3,29,right,left,1031,14,1687,good
35996007,3,30,right,top,341,54,1741,good
36244765,1,1,none,top,2964,79,79,???
36244765,1,2,none,left,435,18,97,???
36244765,1,3,none,top,277,79,176,???
36244765,1,4,none,right,277,34,210,???
36244765,1,5,none,bottom,156,100,310,???
36244765,1,6,none,bottom,293,87,397,???
36244765,1,7,none,bottom,270,91,488,???
36244765,1,8,none,bottom,350,77,565,???
36244765,1,9,none,top,173,94,659,???
36244765,1,10,none,top,438,87,746,???
36244765,1,11,none,top,381,100,846,???
36244765,1,12,none,top,253,92,938,???
36244765,1,13,none,top,301,81,1019,???
36244765,1,14,none,top,198,67,1086,???
36244765,1,15,none,bottom,213,92,1178,???
36244765,1,16,none,bottom,438,89,1267,???
36244765,1,17,none,bottom,701,82,1349,???
36244765,1,18,none,top,277,67,1416,???
36244765,1,19,none,bottom,276,76,1492,???
36244765,1,20,none,right,270,22,1514,???
36244765,1,21,none,top,1294,86,1600,???
36244765,1,22,none,top,470,85,1685,???
36244765,1,23,right,right,826,25,1710,???
36244765,1,24,right,top,395,86,1796,???
36244765,1,25,right,bottom,388,77,1873,???
36244765,1,26,right,top,294,87,1960,???
36244765,1,27,right,top,882,83,2043,???
36244765,1,28,right,top,480,86,2129,???
36244765,1,29,right,top,516,84,2213,???
36244765,1,30,right,bottom,731,72,2285,???
36244765,2,1,none,left,1,74,74,???
36244765,2,2,none,right,317,5,79,???
36244765,2,3,none,top,54,13,92,???
36244765,2,4,none,bottom,245,29,121,???
36244765,2,5,none,left,309,68,189,???
36244765,2,6,none,left,989,90,279,???
36244765,2,7,none,left,510,87,366,???
36244765,2,8,none,left,557,78,444,???
36244765,2,9,none,right,325,12,456,???
36244765,2,10,none,top,317,23,479,???
36244765,2,11,none,left,301,91,570,???
36244765,2,12,none,left,365,86,656,???
36244765,2,13,none,left,374,92,748,???
36244765,2,14,none,left,358,91,839,???
36244765,2,15,none,left,366,91,930,???
36244765,2,16,top,top,349,5,935,???
36244765,2,17,top,left,227,88,1023,???
36244765,2,18,top,left,525,98,1121,???
36244765,2,19,top,left,356,83,1204,???
36244765,2,20,top,left,292,75,1279,???
36244765,2,21,top,bottom,557,76,1355,???
36244765,2,22,top,left,309,76,1431,???
36244765,2,23,top,left,1389,85,1516,???
36244765,2,24,top,left,620,98,1614,???
36244765,2,25,top,left,452,89,1703,???
36244765,2,26,top,left,452,97,1800,???
36244765,2,27,top,left,365,96,1896,???
36244765,2,28,top,left,388,86,1982,???
36244765,2,29,top,left,620,81,2063,???
